Sentence,Emotion,Tokenized_Sentence
"per cười tuy anh hay bắt nạt , giấu đồ và ăn bòn đồ ăn của em nhưng nếu thiếu anh thì công việc sẽ trở nên căng thẳng phết đó khóc_nức_nở",Sadness,"['cười', 'tuy', 'anh', 'hay', 'bắt nạt', 'giấu', 'đồ', 'ăn bòn', 'đồ ăn', 'em', 'nhưng', 'nếu', 'thiếu', 'anh', 'công việc', 'trở nên', 'căng thẳng', 'phết', 'khóc_nức_nở']"
"lúc đầu còn tưởng quảng cáo rạp chiếu phim , pr về mức độ đầu tư của rạp phim , ai ngờ cười",Surprise,"['lúc', 'đầu', 'còn', 'tưởng', 'quảng cáo', 'rạp', 'chiếu phim', 'pr', 'về', 'mức độ', 'đầu tư', 'rạp', 'phim', 'ai ngờ', 'cười']"
"chửi nhau , ghét nhau , nói xấu nhau dcm",Anger,"['chửi', 'nhau', 'ghét', 'nhau', 'nói xấu', 'nhau', 'dcm']"
còn quá nhiều mảnh đời bất hạnh rầu_rĩ,Sadness,"['còn', 'nhiều', 'mảnh', 'đời', 'bất hạnh', 'rầu_rĩ']"
"chúng ta hầu như ai cũng dùng đôi mắt bao dung để nhìn một người xa lạ , mà đối với người thân bên cạnh lại chỉ nhìn thấy khuyết điểm mà thôi .",Sadness,"['chúng ta', 'hầu như', 'ai', 'cũng', 'dùng', 'đôi', 'mắt', 'bao dung', 'để', 'nhìn', 'người', 'xa lạ', 'đối với', 'người thân', 'bên', 'cạnh', 'chỉ', 'nhìn', 'thấy', 'khuyết điểm']"
bằng tuổi người ta mình vẫn còn mải nghĩ chiều nay ăn gì buồn_bã,Sadness,"['bằng', 'tuổi', 'người', 'ta', 'mình', 'vẫn', 'còn', 'mải nghĩ', 'chiều', 'nay', 'ăn', 'gì', 'buồn_bã']"
"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên họa thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",Other,"['cái', 'công ty', 'thực phẩm', 'cung cấp', 'trường', 'mầm non', 'độc ác', 'lợi ích', 'cá nhân', 'ảnh hưởng', 'khủng khiếp', 'tới', 'em', 'dã man', 'người', 'gây', 'họa', 'mai', 'đời', 'con', 'đời', 'cháu', 'phải', 'gánh nghiệp', 'gieo nhân', 'nào', 'gặt', 'quả', 'đừng', 'tưởng', 'bây giờ', 'sống', 'nhé nhỉ', 'thế là', 'không', 'sao', 'đời', 'còn', 'dài', 'lắm']"
hãy xử tù chung thân bọn người mất nhân tính gây ra nghiệp chướng này,Anger,"['hãy', 'xử', 'tù', 'chung thân', 'bọn', 'người', 'mất', 'nhân tính', 'gây', 'ra nghiệp', 'chướng']"
anh chân thành nên anh tổn thương buồn,Sadness,"['anh', 'chân thành', 'anh', 'tổn thương', 'buồn']"
mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi cười,Anger,"['mấy ai', 'hiểu', 'được', 'ý nghĩa', 'cứ', 'chửi', 'đúng', 'cười']"
dàn lông chân cười,Other,"['dàn', 'lông', 'chân', 'cười']"
vâng ah nên em cũng sợ quá mà cười,Fear,"['vâng', 'ah', 'em', 'cũng', 'sợ', 'cười']"
mấy thằng ranh con đéo có não,Anger,"['mấy', 'thằng', 'ranh', 'con', 'đéo', 'não']"
nguy hiểm vãi chưởng luôn ý,Fear,"['nguy hiểm', 'vãi', 'chưởng', 'ý']"
thức ăn cho chó lúc nào cũng ngon cười,Enjoyment,"['thức ăn', 'chó', 'lúc nào', 'cũng', 'ngon', 'cười']"
úi giời khiếp quá !,Fear,"['úi', 'giời', 'khiếp', '!']"
tiên sư cái thằng ghép nhạc cười rớt mồm quả ghép,Enjoyment,"['tiên sư', 'cái', 'thằng', 'ghép', 'nhạc', 'cười rớt', 'mồm', 'quả', 'ghép']"
giờ thì hiểu sao giáo dục liên tục dính phốt rồi hén .,Disgust,"['giờ', 'hiểu', 'sao', 'giáo dục', 'liên tục', 'dính', 'phốt', 'hén']"
bật lửa thời chưa được thu nhỏ,Other,"['bật lửa', 'thời', 'chưa', 'được', 'thu', 'nhỏ']"
vì người dưng mãi là người dưng,Other,"['người dưng', 'mãi', 'người', 'dưng']"
chỉ vì lợi nhuận . mất hết tính người . thương các bé,Anger,"['chỉ', 'lợi nhuận', 'mất', 'hết', 'tính', 'người', 'thương', 'bé']"
per nhớ hội chị em vinmec quá buồn,Sadness,"['nhớ', 'hội', 'chị em', 'vinmec', 'buồn']"
nhìn con mắt thấy đau đớn . tội em quá ?,Sadness,"['nhìn', 'con', 'mắt', 'thấy', 'đau đớn', 'tội', 'em', '?']"
per nguy hiểm quá mày ơi thở_dài,Fear,"['nguy hiểm', 'mày', 'ơi', 'thở_dài']"
chắc là vì em . đi lấy chồng buồn_nhưng_nhẹ_nhõm,Sadness,"['chắc', 'em', 'lấy', 'chồng', 'buồn_nhưng_nhẹ_nhõm']"
chạy ngay đi chán trước khi bọn chủ tịch vào đây và giả làm con cặc gì đó rồi bị coi thường và chúng mày phải nhận cái kết đấy !,Fear,"['chạy', 'ngay', 'chán', 'trước', 'bọn', 'chủ tịch', 'vào', 'giả', 'làm', 'con', 'cặc', 'gì', 'coi thường', 'chúng mày', 'phải', 'nhận', 'cái', 'kết', '!']"
thằng này con nhà cán bộ hay sao mà rớ con nhỏ này mà vẫn chưa đi tù ?,Disgust,"['thằng', 'con', 'nhà', 'cán bộ', 'hay', 'sao', 'rớ', 'con nhỏ', 'vẫn', 'chưa', 'tù', '?']"
nói thì hay lắm mỉm_cười cuộc sống đâu phải được như mong muốn,Disgust,"['nói', 'hay', 'lắm', 'mỉm_cười', 'cuộc sống', 'phải', 'được', 'mong muốn']"
hẳn là không biết nhắn gì cười . thế thôi dẹp mẹ đi,Disgust,"['hẳn', 'không', 'biết', 'nhắn', 'gì', 'cười', 'thế', 'dẹp', 'mẹ']"
per tập gym đi mày có người yêu đấy cười,Enjoyment,"['tập', 'gym', 'mày', 'người yêu', 'cười']"
là gì nhỉ ?,Other,"['gì', '?']"
"giờ bà già lắm rồi , nhổ sợ hết tóc , nghĩ tao lại thấy buồn quá thất_vọng",Sadness,"['giờ', 'bà già', 'lắm', 'nhổ sợ', 'hết', 'tóc', 'nghĩ', 'tao', 'thấy', 'buồn', 'thất_vọng']"
chuyện buồn quá chúng mày à . tao không dám đọc sợ làm quyết tâm có người yêu của tao lung lay mỉa_mai,Fear,"['chuyện', 'buồn', 'chúng mày', 'tao', 'không', 'dám', 'đọc', 'sợ', 'làm', 'quyết tâm', 'người yêu', 'tao', 'lung lay', 'mỉa_mai']"
ngu thì chết .,Anger,"['ngu', 'chết']"
không phải bồ tao chớ bồ tao thì sống chết tao cũng cho mỗi th mỗi nhát,Anger,"['không', 'phải', 'bồ tao', 'chớ', 'bồ tao', 'sống chết', 'tao', 'cũng', 'mỗi', 'th', 'mỗi', 'nhát']"
chị là người khó hiểu nhất mà em từng biết đấy,Surprise,"['chị', 'người', 'khó', 'hiểu', 'nhất', 'em', 'từng', 'biết']"
lúc đấy là mình mình cũng lắng liền rồi chắc trào nước mắt mất,Sadness,"['lúc', 'mình', 'mình', 'cũng', 'lắng', 'liền', 'chắc trào', 'nước mắt', 'mất']"
"per chế sợ nó hơn sợ chó , nhớ hồi nhỏ đang đánh răng nó rượt mà cầm ca , bàn chảy , miệng thì đầy kem vừa chạy vừa khóc như con chó",Other,"['per chế', 'sợ', 'nó', 'hơn', 'sợ', 'chó', 'nhớ', 'hồi', 'nhỏ', 'đánh', 'răng', 'nó', 'rượt', 'cầm ca', 'bàn', 'chảy', 'miệng', 'đầy', 'kem', 'vừa', 'chạy', 'vừa', 'khóc', 'con', 'chó']"
kiểu cá tính nét đẹp mang nàn gió mới . chứ không phải nét đẹp công nghiệp đại trà . !,Other,"['kiểu', 'cá tính', 'nét', 'đẹp', 'mang nàn', 'gió', 'mới', 'không', 'phải', 'nét', 'đẹp', 'công nghiệp', 'đại trà', '!']"
khi bạn đặt quá nhiều niềm tin vào người khác,Other,"['bạn', 'đặt', 'nhiều', 'niềm', 'tin', 'vào', 'người', 'khác']"
ngày trước nấu cơm . đun rơm . đốt được hơn 10 p mới nhớ ra chưa cho nước . hỏng cả nổi cơm huhu,Sadness,"['ngày', 'trước', 'nấu', 'cơm', 'đun', 'rơm', 'đốt', 'được', 'hơn', '10', 'p', 'mới', 'nhớ', 'chưa', 'nước', 'hỏng', 'cả', 'nổi', 'cơm', 'huhu']"
tạm biệt ông cám ơn tất cả những gì ông đã làm cho vn,Enjoyment,"['tạm biệt', 'ông', 'cám ơn', 'tất cả', 'gì', 'ông', 'làm', 'vn']"
và chúng nó cũng ngáo hơn lũ con trai cười,Disgust,"['chúng nó', 'cũng', 'ngáo', 'hơn', 'lũ', 'con', 'trai', 'cười']"
em cũng thắc mắc tại răng khúc xương tư tao nhỉ ? xong nó lại tự to lên được nó nhờ lực gì rứa,Surprise,"['em', 'cũng', 'thắc mắc', 'tại', 'răng khúc', 'xương', 'tư', 'tao', '?', 'xong', 'nó', 'tự', 'to', 'lên', 'được', 'nó', 'nhờ lực', 'gì', 'rứa']"
"ngu bỏ mẹ . làm giàu cho bọn bán vàng thì có , trước mắt thần tài đến các tiệm vàng , còn mấy thằng mua , thần tài chưa thấy đâu vì vài ngày sau vàng sẽ tụt giá chắc chắn sẽ lỗ mẹ nó rồi . lỗ 3 cái : giá tụt , giá mua vào và tiền công nếu là vàng thời trang còn cái kiểu chơi bời không lo làm ăn , chỉ có làm biếng mà hàng tháng cứ cầm 3 cây nhang khấn vái thần tài mong tài lộc tới thì có cái cười_lớn ý .",Disgust,"['ngu', 'bỏ', 'mẹ', 'làm giàu', 'bọn', 'bán', 'vàng', 'trước mắt', 'thần tài', 'tiệm', 'vàng', 'còn', 'mấy', 'thằng', 'mua', 'thần tài', 'chưa', 'thấy', 'vài', 'ngày', 'sau', 'vàng', 'tụt', 'giá', 'chắc chắn', 'lỗ', 'mẹ', 'nó', 'lỗ', '3', 'cái', 'giá', 'tụt', 'giá', 'mua', 'vào', 'tiền', 'công', 'nếu', 'vàng', 'thời trang', 'còn', 'cái', 'kiểu', 'chơi bời', 'không', 'lo', 'làm ăn', 'chỉ', 'làm biếng', 'hàng', 'tháng', 'cứ', 'cầm', '3', 'cây', 'nhang', 'khấn vái', 'thần', 'tài mong', 'tài lộc', 'tới', 'cái', 'cười_lớn ý']"
per bố mày nhắn tin rồi cái con cặc gì mày cũng cho thằng em mày xem,Anger,"['bố', 'mày', 'nhắn tin', 'cái', 'con', 'cặc', 'gì', 'mày', 'cũng', 'thằng', 'em', 'mày', 'xem']"
"có vẻ coi lòng tự trọng , nhân cách , và tinh thần của người ta rẻ mạt . ngồi tù 7 năm đáp lại 1 lời xin lỗi và 20 tr . thở_dài",Disgust,"['có vẻ', 'coi lòng', 'tự trọng', 'nhân cách', 'tinh thần', 'người', 'ta', 'rẻ mạt', 'ngồi', 'tù', '7', 'năm', 'đáp', '1', 'lời', 'xin lỗi', '20', 'tr', 'thở_dài']"
dễ thương mà,Enjoyment,['dễ thương']
"nhổ tóc sâu cho bố , hình như được 50 đ để mua kẹo dồi cười_chảy_nước_mắt",Enjoyment,"['nhổ', 'tóc', 'sâu', 'bố', 'hình như', 'được', '50', 'đ', 'để', 'mua', 'kẹo', 'dồi', 'cười_chảy_nước_mắt']"
mấy đứa con gái chơi với nhiều đứa con trai nghĩ là bình thường nhưng mấy đứa con trai lại nghĩ con đó lẳng lơ,Disgust,"['mấy', 'đứa', 'con', 'gái', 'chơi', 'nhiều', 'đứa', 'con', 'trai', 'nghĩ', 'bình thường', 'nhưng', 'mấy', 'đứa', 'con', 'trai', 'nghĩ', 'con', 'lẳng lơ']"
"người nhật giỏi ở chỗ đó . , đây không phải là sự phiền hà mà là một cơ hội .",Enjoyment,"['người', 'nhật', 'giỏi', 'chỗ', 'không', 'phải', 'sự', 'phiền hà', 'cơ hội']"
"ngu thế chờ cho mật ong ngấm xuống đất , rồi đào đất đấy lên chắt kiểu gì cũng được gần đầy cười",Other,"['ngu', 'thế', 'chờ', 'mật ong', 'ngấm', 'xuống', 'đất', 'đào', 'đất', 'lên', 'chắt', 'kiểu', 'gì', 'cũng', 'được', 'gần', 'đầy', 'cười']"
bớt ngu để sống tốt hơn,Disgust,"['bớt', 'ngu', 'để', 'sống', 'tốt', 'hơn']"
đang tập hát không_nói hay thật trầm_ngâm,Enjoyment,"['tập', 'hát', 'không_nói', 'hay', 'trầm_ngâm']"
dù cậu làm tôi tổn thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu,Sadness,"['dù', 'cậu', 'làm', 'tôi', 'tổn thương', 'mỗi', 'ngày', 'nhưng', 'chả', 'hiểu', 'sao', 'vẫn', 'thương cậu']"
rồi có đi họp lớp không ?,Other,"['họp', 'lớp', 'không', '?']"
vì yêu người khác nên biết là ngu nhưng vẫn làm buồn,Sadness,"['yêu', 'người', 'khác', 'biết', 'ngu', 'nhưng', 'vẫn', 'làm', 'buồn']"
"bị đánh 1 lần thì hơi sốc , nhưng nhiều lần thì tâm hồn sẽ trở nên mạnh mẽ , cảm xúc nó mới đàn hồi",Other,"['đánh', '1', 'lần', 'hơi', 'sốc', 'nhưng', 'nhiều', 'lần', 'tâm hồn', 'trở nên', 'mạnh mẽ', 'cảm xúc', 'nó', 'mới', 'đàn', 'hồi']"
per tiếc cái gì đấy bố nó,Sadness,"['tiếc', 'cái', 'gì', 'bố', 'nó']"
sao bao nhiêu năm kể từ ngày đó em đã không còn nghe lại nữa buồn,Sadness,"['sao', 'bao nhiêu', 'năm', 'kể', 'từ', 'ngày', 'em', 'không', 'còn', 'nghe', 'buồn']"
"nhà em trong ngõ bác ơi , bác cho ô tô vào vừa thì em cho bác đỗ luôn",Other,"['nhà', 'em', 'ngõ', 'bác', 'ơi', 'bác', 'ô tô', 'vào', 'vừa', 'em', 'bác', 'đỗ']"
thả chó rông không rọ mõm cắn người là tội ác,Disgust,"['thả', 'chó', 'rông', 'không', 'rọ mõm', 'cắn', 'người', 'tội ác']"
con bé xinh thế ?,Enjoyment,"['con bé', 'xinh thế', '?']"
trước khi lấy vợ bos có một thân hình hoàn mĩ thế này đây,Sadness,"['trước', 'lấy', 'vợ', 'bos', 'thân hình', 'hoàn mĩ', 'thế này']"
đọc cái mà cười rớt cả hàm . cuộc đọ sức giữa xe lửa và ô tô,Enjoyment,"['đọc', 'cái', 'cười', 'rớt', 'cả', 'hàm', 'cuộc', 'đọ sức', 'giữa', 'xe lửa', 'ô tô']"
cần tìm gấp bạn trai đáng yêuc như anh này trời đất ơi cười,Enjoyment,"['cần', 'tìm', 'gấp', 'bạn', 'trai', 'đáng', 'yêuc', 'anh', 'trời đất', 'ơi', 'cười']"
khi nào tao thấy thích . mà thích rồi chưa có người thích cùng .,Sadness,"['nào', 'tao', 'thấy', 'thích', 'thích', 'chưa', 'người', 'thích', 'cùng']"
thề dume c còn hết hồn nói chi đến khách cười sáng sớm ra mở cửa với tối đóng cửa thôi độ gan dạ cũng phải tăng lên mấy chân kính cười,Fear,"['thề', 'dume', 'c', 'còn', 'hết hồn', 'nói', 'chi', 'khách', 'cười', 'sáng', 'sớm', 'mở cửa', 'tối', 'đóng cửa', 'thôi độ', 'gan dạ', 'cũng', 'phải', 'tăng', 'lên', 'mấy', 'chân', 'kính', 'cười']"
địt mẹ xấu mặt đàn ông quá . đéo hiểu mấy thằng cười_lớn này nghĩ nó ngầu chỗ đéo nào nhỉ . bệnh hoạn vãi,Disgust,"['địt', 'mẹ', 'xấu', 'mặt', 'đàn ông', 'đéo', 'hiểu', 'mấy', 'thằng', 'cười_lớn', 'nghĩ', 'nó', 'ngầu', 'chỗ', 'đéo', 'nào', 'bệnh hoạn', 'vãi']"
"chán thật , dạo này hồi xuân hay sao đọc mấy cái kiểu này ấm lòng vãi buồn",Sadness,"['chán', 'dạo', 'hồi', 'xuân', 'hay', 'sao', 'đọc', 'mấy', 'cái', 'kiểu', 'ấm', 'lòng', 'vãi', 'buồn']"
thế là hết những gì đẹp nhất của nước pháp sao không phun nước cứ để cháy rần rật nhỉ,Sadness,"['thế', 'hết', 'gì', 'đẹp', 'nhất', 'nước', 'pháp sao', 'không', 'phun', 'nước', 'cứ', 'để', 'cháy', 'rần rật']"
chủ thớt sao xinh gái thế cười,Surprise,"['chủ', 'thớt', 'sao', 'xinh gái', 'thế', 'cười']"
loạn hết rồi,Disgust,"['loạn', 'hết']"
"may công an đến bắt chứ không thì dân chỗ đó cho vào nồi cả rồi , đã có người cắt cử nhau đi mua giềng mẻ rồi đó chứ cười_toe_toét",Enjoyment,"['may', 'công an', 'bắt', 'không', 'dân', 'chỗ', 'vào', 'nồi', 'cả', 'người', 'cắt cử', 'nhau', 'mua giềng mẻ', 'cười_toe_toét']"
chết rồi thì chôn . xử lý cái quái gì nữa .,Disgust,"['chết', 'chôn', 'xử lý', 'cái', 'quái', 'gì']"
thế là đúng quy trình rồi,Other,"['thế là', 'đúng', 'quy trình']"
rảnh rỗi không có việc gì làm sinh ra mất tiền,Disgust,"['rảnh rỗi', 'không', 'việc gì', 'làm', 'sinh', 'mất', 'tiền']"
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi,Disgust,"['nếu', 'đồng nghiệp', 'bạn', 'hãm vãi', 'cũng nên', 'đăng xuất']"
ốm mà xinh thế dễ_thương,Enjoyment,"['ốm', 'xinh thế', 'dễ_thương']"
đợi chờ là hạnh phúc mong rằng hai nhà lãnh đạo trong lần gặp nhau sau sẽ tiến triển hơn nữa,Other,"['đợi chờ', 'hạnh phúc', 'mong', 'hai', 'nhà lãnh đạo', 'lần', 'gặp', 'nhau', 'sau', 'tiến triển', 'hơn nữa']"
"thứ con gái hư đốn , mày không sợ xã hội dị nghị à",Disgust,"['thứ', 'con', 'gái', 'hư đốn', 'mày', 'không', 'sợ', 'xã hội', 'dị nghị']"
ăn vải nóng lở hết miệng ra đây này,Sadness,"['ăn', 'vải', 'nóng lở', 'hết', 'miệng']"
trồi ôi mới đọc tưởng đâu người yêu,Enjoyment,"['trồi', 'ôi', 'mới', 'đọc', 'tưởng', 'người yêu']"
per bị chì chiết từ 6 h sang đến 23 h phia . vẫn sống vui cười_mỉm nháy_mắt,Enjoyment,"['chì', 'chiết', 'từ', '6', 'h', 'sang', '23', 'h', 'phia', 'vẫn', 'sống', 'vui cười_mỉm', 'nháy_mắt']"
ai đó chọc mù mắt tao đi . mất mẹ tuổi thơ,Anger,"['ai', 'chọc', 'mù', 'mắt', 'tao', 'mất', 'mẹ', 'tuổi thơ']"
khổ nhất người có bầu,Sadness,"['khổ', 'nhất', 'người', 'bầu']"
trai tài gái sắc . danh ngôn rồi tài sản chứ tài gì ! cười_lăn_lộn_trên_sàn,Enjoyment,"['trai', 'tài gái', 'sắc', 'danh ngôn', 'tài sản', 'tài', 'gì', '!', 'cười_lăn_lộn_trên_sàn']"
per nhớ bột mì chiên huhuhu,Sadness,"['nhớ', 'bột', 'mì', 'chiên', 'huhuhu']"
cho bạn trai uống nước này nhé hài_lòng,Other,"['bạn', 'trai', 'uống', 'nước', 'hài_lòng']"
"cô giáo như cái lìn , mà dume đánh con cháu tao ntnay thù từ thằng đánh lẫn đẻ ra đứa đánh bố cũng đập cm chúng mày hết",Anger,"['cô giáo', 'cái', 'lìn', 'dume', 'đánh', 'con cháu', 'tao', 'ntnay thù', 'từ', 'thằng', 'đánh', 'lẫn', 'đẻ', 'đứa', 'đánh', 'bố', 'cũng', 'đập', 'cm', 'chúng mày', 'hết']"
per cười_lăn_lộn_trên_sàn để anh vẽ mình xem thế nào nhé,Other,"['cười_lăn_lộn_trên_sàn', 'để', 'anh', 'vẽ', 'mình', 'xem', 'thế nào']"
per học hành cho cố vào rồi mần sao như này đi,Other,"['học hành', 'cố', 'vào', 'mần', 'sao']"
bộ phim hay nhất từng xem,Enjoyment,"['bộ', 'phim', 'hay', 'nhất', 'từng', 'xem']"
rút kinh nghiệm lần sau cứ khách nào kêu tính tiền thì mình checkin phòng liền nếu tình trạng như vậy thì cho nó dọn phòng khi nào sạch thì cho nó về cười,Disgust,"['rút', 'kinh nghiệm', 'lần', 'sau', 'cứ', 'khách', 'nào', 'kêu', 'tính', 'tiền', 'mình', 'checkin', 'phòng', 'liền', 'nếu', 'tình trạng', 'như vậy', 'nó', 'dọn', 'phòng', 'nào', 'sạch', 'nó', 'về', 'cười']"
bất kì hoa gì có mùi đều không thích,Disgust,"['bất kì', 'hoa', 'gì', 'mùi', 'đều', 'không', 'thích']"
nhìn một cái rồi quay đi là thấy mãn nguyện rồi .,Enjoyment,"['nhìn', 'cái', 'quay', 'thấy', 'mãn nguyện']"
tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi hôn,Enjoyment,"['tuổi thơ', 'tôi', 'cũng', 'từng', '1', 'người', 'c', 'trai', 'bỏ', 'mặc', 'tất cả', 'để', 'bảo vệ', 'tôi', 'hôn']"
"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10 km",Enjoyment,"['năm', 'nào', 'cũng', 'không khí', 'xuân', 'không', 'thấy', 'thiếu', 'thiếu', 'nhà', 'tao', 'cách', 'chợ', '10', 'km']"
"mặc kệ người ta bạn ơi , có tiền mua xe đi thì kệ mẹ thiên hạ",Other,"['mặc kệ', 'người', 'ta', 'bạn', 'ơi', 'tiền', 'mua', 'xe', 'kệ', 'mẹ', 'thiên hạ']"
bé gái đáng yêu quá ?,Enjoyment,"['bé', 'gái', 'đáng', 'yêu', '?']"
"nhìn là biết sapa rồi , thế cũng đố",Disgust,"['nhìn', 'biết', 'sapa', 'thế', 'cũng', 'đố']"
ước là 1 ngày mai thức dậy dụi mắt mãi chưa hết tuổi thanh xuân cười,Enjoyment,"['ước', '1', 'ngày mai', 'thức', 'dậy', 'dụi mắt', 'mãi', 'chưa', 'hết', 'tuổi', 'thanh xuân', 'cười']"
nhằm ngày sinh nhật luôn trời . cười_chảy_nước_mắt,Surprise,"['nhằm', 'ngày', 'sinh nhật', 'trời', 'cười_chảy_nước_mắt']"
"làm pv quán karaoke đi rồi khổ hơn nữa , toilet danh cho nam chỉ đứng tè , vậy mà nỡ lòng nào mấy anh ngồi ỉa buồn_bã thiệt chứ gặp cái mún khóc luôn",Sadness,"['làm', 'pv', 'quán', 'karaoke', 'khổ', 'hơn nữa', 'toilet danh', 'nam', 'chỉ', 'đứng', 'tè', 'vậy mà', 'nỡ lòng', 'nào', 'mấy', 'anh', 'ngồi', 'ỉa', 'buồn_bã', 'thiệt', 'gặp', 'cái', 'mún', 'khóc']"
tao đang chờ xem bà ấy được nghe nhạc ý mà hết video cười_lăn_lộn_trên_sàn,Enjoyment,"['tao', 'chờ', 'xem', 'bà', 'được', 'nghe', 'nhạc ý', 'hết', 'video', 'cười_lăn_lộn_trên_sàn']"
xem video nay sao mà sướng hết thằng người,Enjoyment,"['xem', 'video', 'nay', 'sao', 'sướng', 'hết', 'thằng', 'người']"
bọn bây giống tao không ? chứ ghét mấy đứa trol rớt điện thoại vãi,Disgust,"['bọn', 'bây', 'giống', 'tao', 'không', '?', 'ghét', 'mấy', 'đứa', 'trol', 'rớt', 'điện thoại', 'vãi']"
"khoảnh khắc anh quay mặt đi , con tim em tan nát vãi ra",Sadness,"['khoảnh khắc', 'anh', 'quay', 'mặt', 'con', 'tim', 'em', 'tan nát', 'vãi']"
nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái,Anger,"['nó', 'làm', 'tao', 'nhớ', 'tới', 'cái', 'mấy', 'con', 'chó', 'ăn', 'hạt', 'dưa', 'quán', 'cf', 'đụ', 'đỉ', 'mẹ', 'ăn', 'cái', 'bịch', 'bên', 'cạnh', 'cắn', 'bỏ', 'vào', 'bịch', 'chết', 'à d', 'mày', 'cắn', 'xong', 'cứ', 'phun', 'phun', 'xuống', 'đất', 'mỗi', 'lần', 'phun', 'mỗi', 'chỗ', 'khác', 'nhau', 'làm', 'dọn', 'bắt', 'lòi dái', 'nhìn', 'nó', 'phun', 'chỉ', 'muốn', 'đấm', 'nó', 'cái']"
tất cả đã đều quá hoàn hảo rồi . trừ pha nhảy cuối thôi đùa,Enjoyment,"['tất cả', 'đều', 'hoàn hảo', 'trừ', 'pha', 'nhảy', 'cuối', 'đùa']"
per con nghĩ cậu nên thử,Other,"['con', 'nghĩ', 'cậu', 'thử']"
"ai bảo mèo đực hay đi khỏi nhà chứ quàng thượng nhà tao toàn ngủ , ngủ cả ngày cả đêm , đang ngủ mắc tè xong dậy đi tè rồi vào ngủ tiếp , ngủ hơn heo đùa ậy",Disgust,"['ai', 'bảo', 'mèo', 'đực', 'hay', 'khỏi', 'nhà', 'quàng', 'thượng', 'nhà', 'tao', 'toàn', 'ngủ', 'ngủ', 'cả', 'ngày', 'cả', 'đêm', 'ngủ', 'mắc', 'tè', 'xong', 'dậy', 'tè', 'vào', 'ngủ', 'tiếp', 'ngủ', 'hơn', 'heo', 'đùa', 'ậy']"
buồn cô lắm,Sadness,"['buồn', 'cô', 'lắm']"
nó ốm nhom thương ghê buồn,Sadness,"['nó', 'ốm nhom', 'thương ghê', 'buồn']"
"làm bác sĩ sướng thật , bảo cở là cởi , bảo cưới là cưới . lắc đầu cái là cả nhà khóc .",Enjoyment,"['làm', 'bác sĩ', 'sướng', 'bảo cở', 'cởi', 'bảo', 'cưới', 'cưới', 'lắc đầu', 'cái', 'cả', 'nhà', 'khóc']"
như kiểu sắp bị hiếp dâm đến nơi vậy . tế sống luôn mấy thằng cười_lớn mỉm_cười dcm,Anger,"['kiểu', 'sắp', 'hiếp dâm', 'nơi', 'tế', 'sống', 'mấy', 'thằng', 'cười_lớn', 'mỉm_cười', 'dcm']"
giọng chú hơi bị dễ thương nhá cười,Enjoyment,"['giọng', 'chú', 'hơi', 'dễ thương', 'cười']"
ngửa thấy mùi là đã thấy kinh rồi,Disgust,"['ngửa', 'thấy', 'mùi', 'thấy', 'kinh']"
ngu cho chết chứ nói con cặc gì,Anger,"['ngu', 'chết', 'nói', 'con', 'cặc', 'gì']"
vâng chú ah haha,Enjoyment,"['vâng', 'chú', 'ah', 'haha']"
cặp nay dth ghê luôn say_mê,Enjoyment,"['cặp', 'nay', 'dth', 'ghê', 'say_mê']"
cảm động quá hjxhjx,Sadness,"['cảm động', 'hjxhjx']"
mày làm anh tao hơi lâu rồi đấy,Disgust,"['mày', 'làm', 'anh', 'tao', 'hơi', 'lâu']"
tao không phân biệt được bà nội bà ngoại ?,Other,"['tao', 'không', 'phân biệt', 'được', 'bà', 'nội', 'bà', 'ngoại', '?']"
ích kỉ quá đấy . vỉa vẻ thế kia ra vào vẫn bình thường nhé,Disgust,"['ích kỉ', 'vỉa', 'vẻ', 'thế', 'ra vào', 'vẫn', 'bình thường']"
suy thoái gớm nhỉ cười,Disgust,"['suy thoái', 'gớm', 'cười']"
cuộc sống mà mấy ai được trọn vẹn buồn_bã,Sadness,"['cuộc sống', 'mấy ai', 'được', 'trọn vẹn', 'buồn_bã']"
"người_ta tạo nên video để giáo dục mấy ba ơi , mấy ba mấy má làm quá",Disgust,"['người_ta', 'tạo', 'video', 'để', 'giáo dục', 'mấy', 'ba', 'ơi', 'mấy', 'ba', 'mấy', 'má', 'làm']"
