Sentence,Emotion,Tokenized_Sentence
"như mình mà trèo lên là bị phóng điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị",Surprise,"['mình', 'trèo', 'lên', 'phóng điện', 'luôn', 'bạn', 'nhỉ', 'mình', 'cũng', 'không', 'hiểu', 'sao', 'bọn', 'nó', 'không']"
loạn luân cũng được . đcm ạ,Disgust,"['loạn', 'luân', 'cũng', 'đcm', 'ạ']"
mặt hài vãi chưởng cười,Enjoyment,"['mặt', 'hài vãi', 'chưởng', 'cười']"
phải giăt ba tay luôn hả,Surprise,"['phải', 'giăt', 'ba', 'tay', 'luôn', 'hả']"
đồng đội tốt . nhưnh rất tiết chúng ta không có duyên cười kaka,Enjoyment,"['đồng đội', 'tốt', 'nhưnh', 'tiết', 'chúng ta', 'không', 'duyên cười', 'kaka']"
cái quần gì vậy địt_mẹ đang tủi thân xem cái cười_lớn này nữa,Anger,"['cái', 'quần', 'gì', 'địt_mẹ', 'tủi thân', 'xem', 'cái', 'cười_lớn']"
nhiều khi làm ks gặp khách hai lúa mệt vê ca lờ . ks không cho mang đồ sống đồ hải sản lên phòng . tụi nó giấu trong balo mang lên tới khi lên dọn nhìn cái phòng muốn mửa,Disgust,"['nhiều', 'làm', 'ks', 'gặp', 'khách', 'hai', 'lúa', 'mệt vê', 'ca lờ', 'ks', 'không', 'mang', 'đồ', 'sống', 'đồ', 'hải sản', 'lên', 'phòng', 'tụi', 'nó', 'giấu', 'balo', 'mang', 'lên', 'tới', 'lên', 'dọn', 'nhìn', 'cái', 'phòng', 'muốn', 'mửa']"
"màu này lạ quá , kết hợp hài hòa đẹp quá",Other,"['màu', 'lạ', 'kết hợp', 'hài hòa', 'đẹp']"
nhớ lắm . cay mắt lắm .,Sadness,"['nhớ', 'lắm', 'cay', 'mắt', 'lắm']"
mày không được ăn đồ chua nhưng phòng toàn xoài chua buồn,Sadness,"['mày', 'không', 'ăn', 'đồ chua', 'nhưng', 'phòng', 'toàn', 'xoài', 'chua', 'buồn']"
tạm nghỉ bán nhé,Other,"['tạm', 'nghỉ', 'bán', 'nhé']"
cô giáo cũng ngu vãi !,Disgust,"['cô giáo', 'cũng', 'ngu vãi', '!']"
không lau sạch về bà chủ mắng thì sao . nhiều người họ kinh lắm . trước mẹ minh đi làm cho nhà 5 tầng . họ chỉ ở 3 tầng còn 2 tầng bỏ không . mà ngày nào cũng phải lau hết,Sadness,"['không', 'lau', 'sạch', 'về', 'bà', 'chủ', 'mắng', 'sao', 'nhiều', 'người', 'họ', 'kinh', 'lắm', 'trước', 'mẹ minh', 'làm', 'nhà', '5', 'tầng', 'họ', 'chỉ', '3', 'tầng', 'còn', '2', 'tầng', 'bỏ', 'không', 'ngày', 'nào', 'cũng', 'phải', 'lau', 'hết']"
còn quá nhiều mảnh đời bất hạnh rầu_rĩ,Sadness,"['còn', 'nhiều', 'mảnh', 'đời', 'bất hạnh', 'rầu_rĩ']"
mới hôm qua cạo lông mà hôm nay lại dài thế cơ à,Surprise,"['mới', 'hôm qua', 'cạo', 'lông', 'hôm nay', 'dài', 'thế cơ', 'à']"
"lúc đầu còn tưởng quảng cáo rạp chiếu phim , pr về mức độ đầu tư của rạp phim , ai ngờ cười",Surprise,"['lúc', 'đầu', 'còn', 'tưởng', 'quảng cáo', 'rạp', 'chiếu phim', 'pr', 'về', 'mức độ', 'đầu tư', 'rạp', 'phim', 'ai ngờ', 'cười']"
"per buồn_nhưng_nhẹ_nhõm cảm thấy tội lỗi quá , từ nay không chụp nữa thiệt luôn",Sadness,"['per', 'buồn_nhưng_nhẹ_nhõm', 'cảm thấy', 'tội lỗi', 'từ', 'nay', 'không', 'chụp', 'thiệt', 'luôn']"
con rắn thật nó lại tưởng đồng loại nó chui mọi người vào ở luôn,Other,"['con', 'rắn', 'nó', 'tưởng', 'đồng loại', 'nó', 'chui', 'mọi', 'người', 'vào', 'luôn']"
bối_rối vào tôi chắc cạp đầu tới nơi,Anger,"['bối_rối', 'vào', 'tôi', 'chắc', 'cạp', 'đầu', 'tới', 'nơi']"
em buông tay anh nhé . quá khứ ấy anh hãy xóa hết đi .,Sadness,"['em', 'buông', 'tay', 'anh', 'nhé', 'quá khứ', 'ấy', 'anh', 'hãy', 'xóa', 'hết']"
nhột quá cười,Fear,"['nhột', 'cười']"
tết trung thu chứ có phải tết giao phối đâu mà cần gấu với chả gà hài_lòng,Disgust,"['tết', 'trung thu', 'chứ', 'phải', 'tết', 'giao phối', 'đâu', 'cần', 'gấu', 'chả', 'gà', 'hài_lòng']"
ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .,Disgust,"['ý thức', 'thằng', 'lái xe', 'đấy', 'kém', 'lên', 'nó', 'phải', 'chả', 'giá', 'bằng', 'tiền mặt', 'không', 'gì', 'phải', 'chách', 'ai', 'cả']"
"ngày hôm ấy , buổi học cuối . tao bị 2 thằng bạn rủ cúp học chơi net cười",Other,"['ngày', 'hôm', 'ấy', 'buổi', 'học', 'cuối', 'tao', '2', 'thằng', 'bạn', 'rủ', 'cúp', 'học', 'chơi', 'net', 'cười']"
buộc mẹ bắp vào tên lửa đạn đạo của iran rồi phóng sang israel được không,Anger,"['buộc', 'mẹ', 'bắp', 'vào', 'tên lửa', 'đạn đạo', 'iran', 'phóng', 'sang', 'israel', 'không']"
đã nuôi thì nên chăm sóc bé cẩn thận ?,Other,"['nuôi', 'chăm sóc', 'bé', 'cẩn thận', '?']"
nhìn thấy thương em ấy thế cho em miếng đi,Sadness,"['nhìn', 'thấy', 'thương em', 'ấy', 'thế', 'em', 'miếng']"
ước mơ tao mỉm_cười chỉ có thể sao chép lại và tao lên màu cực xấu !,Sadness,"['ước mơ', 'tao', 'mỉm_cười', 'chỉ', 'có thể', 'sao chép', 'tao', 'lên', 'màu', 'cực', 'xấu', '!']"
dù ra sao vẫn giữ nụ cười và sự tự tin,Enjoyment,"['dù', 'sao', 'vẫn', 'giữ', 'nụ', 'cười', 'sự', 'tự tin']"
gặm gặm cái đéo ý à . bố gặm luôn mày giờ . !,Anger,"['gặm', 'gặm', 'cái', 'đéo ý', 'à', 'bố', 'gặm', 'luôn', 'mày', 'giờ', '!']"
cất sổ đỏ đi,Fear,"['cất', 'sổ đỏ']"
"học kiểu ăn nói láp xược , tại sao không dạy xưng tôi hay tôi mà là tao . đúng chất bắc láo",Disgust,"['học', 'kiểu', 'ăn nói', 'láp xược', 'tại sao', 'không', 'dạy', 'xưng', 'tôi', 'hay', 'tôi', 'tao', 'đúng', 'chất', 'bắc', 'láo']"
woa . dài dữ . cười_rạng_rỡ,Surprise,"['woa', 'dài', 'dữ', 'cười_rạng_rỡ']"
có vợ nên lắm . váy mới ngày trước toàn áo chấm bi của mẹ cười_lăn_lộn_trên_sàn,Enjoyment,"['vợ', 'lắm', 'váy', 'mới', 'ngày trước', 'toàn', 'áo', 'chấm bi', 'mẹ', 'cười_lăn_lộn_trên_sàn']"
"tao buồn quá , tao đang khóc !",Sadness,"['tao', 'buồn', 'tao', 'khóc', '!']"
chưa có cơ hội nói cảm ơn và xin lỗi . vì chúng ta xứng đáng được bình yên,Sadness,"['chưa', 'cơ hội', 'nói', 'cảm ơn', 'xin lỗi', 'chúng ta', 'xứng đáng', 'bình yên']"
"vãi cả ngứa mắt cười . lập luận rất là có cái lí luôn . đấy , ngứa mắt là sai cả lí rồi nhé mấy ông đỗ xe cười",Disgust,"['vãi', 'cả', 'ngứa', 'mắt', 'cười', 'lập luận', 'cái', 'lí', 'luôn', 'đấy', 'ngứa mắt', 'sai', 'cả', 'lí', 'nhé', 'mấy', 'ông', 'đỗ', 'xe', 'cười']"
mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy cười,Disgust,"['mày', 'con bé', 'gái', 'bố mày', 'con', 'lợn', 'nhé', 'con', 'nào', 'còn', 'mở', 'mồm', 'bảo', 'chỉ', 'theo', 'bạn', 'bỏ', 'zai', 'ăn vả', 'thế', 'đấy', 'cười']"
tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu cười_lăn_lộn_trên_sàn,Disgust,"['tình yêu', 'lời nói dối', '1', 'thằng', 'khùng', 'tin', 'bởi', '1', 'con', 'ngu', 'cười_lăn_lộn_trên_sàn']"
nhà chồng 1 m74 bố chồng 1 m65 mẹ 1 m61 tui 1 m50 cười_lăn_lộn_trên_sàn,Sadness,"['nhà', 'chồng', '1', 'm74', 'bố', 'chồng', '1', 'm65', 'mẹ', '1', 'm61', 'tui', '1', 'm50', 'cười_lăn_lộn_trên_sàn']"
"biết có người binh mà mới chửi lại đó , con hư tại mẹ thôi",Disgust,"['biết', 'người binh', 'mới', 'chửi', 'con', 'hư', 'tại', 'mẹ']"
chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoi,Enjoyment,"['chỉ', 'muốn', 'cạnh', 'chỉ', '2', 'người', 'nói', 'đủ', 'chuyện', 'trên', 'đời', 'dưới', 'biển', 'vào', 'giấc ngủ', 'ngon', 'thoi']"
tao cũng ước mình có 1 tình yêu như ông bà,Enjoyment,"['tao', 'cũng', 'ước', 'mình', '1', 'tình yêu', 'ông bà']"
nhạt hơn tao,Disgust,"['nhạt', 'hơn', 'tao']"
dơ cái nách lên coi,Surprise,"['dơ', 'cái', 'nách', 'lên', 'coi']"
t nhớ tao đang xem x thì chưa cắm tai nghe khóc_nức_nở,Sadness,"['t', 'nhớ', 'tao', 'xem', 'x', 'chưa', 'cắm', 'tai', 'nghe', 'khóc_nức_nở']"
là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu cười,Enjoyment,"['crush', 'ông', 'nào', 'chạy', 'bế', 'vào', 'nhà', 'dễ dàng', 'người yêu', 'cười']"
người yêu mày cắt tóc hay là đi đầu thai lại thế ?,Surprise,"['người', 'yêu mày', 'cắt', 'tóc', 'hay là', 'đầu thai', 'thế', '?']"
per khóc quá trời rủ họp lớp đéo thấy đâu,Disgust,"['per', 'khóc', 'trời', 'rủ', 'họp', 'lớp', 'đéo', 'thấy', 'đâu']"
cố gắng tinh thần sẽ làm lại được,Other,"['cố gắng', 'tinh thần', 'làm']"
tôi khóc luôn . huhu,Sadness,"['tôi', 'khóc', 'luôn', 'huhu']"
nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về,Anger,"['nghe', 'tên', 'vietcombank', 'bao nhiêu', 'quá khứ', 'bực mình', 'ùa', 'về']"
per mấy trụ kia em không tag được,Other,"['per', 'mấy', 'trụ', 'em', 'không', 'tag']"
cái địt con mẹ mày . biết bố mày xem xong tí rơi điện thoại không khóc_nức_nở,Anger,"['cái', 'địt', 'con', 'mẹ', 'mày', 'biết', 'bố', 'mày', 'xem', 'xong', 'tí', 'rơi', 'điện thoại', 'không', 'khóc_nức_nở']"
trói nó lại mang ra nhà nghỉ gần nhất rồi báo lại số phòng cho tôi chào_quân_sự,Anger,"['trói', 'nó', 'mang', 'nhà nghỉ', 'gần', 'nhất', 'báo', 'số', 'phòng', 'tôi', 'chào_quân_sự']"
buồn hơn thế là đối với 1 đứa con gái năm lần bảy lượt chủ động nhắn_tin_riêng họ nhưng vẫn bị xem thường . xem mà đéo trả_lời . hết thương là vậy . thất_vọng,Sadness,"['buồn', 'hơn', 'thế là', 'đối với', '1', 'đứa', 'con', 'gái', 'năm', 'lần', 'bảy', 'lượt', 'chủ động', 'nhắn_tin_riêng', 'họ', 'nhưng', 'vẫn', 'xem thường', 'xem', 'đéo', 'trả_lời', 'hết', 'thương', 'thất_vọng']"
per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le,Other,"['per', 'hồi', 'lớp', '1', 'tao', 'quên', 'nhãn vở', 'mỹ thuật', 'sợ', 'đánh', 'ngồi', 'khóc', 'tè le']"
chị ấy là thiết kế và ocd,Other,"['chị', 'ấy', 'thiết kế', 'ocd']"
bao giờ lại chiếu ạ,Other,"['bao giờ', 'chiếu', 'ạ']"
bà nuốt quả chuối tao cười tao ẻ,Enjoyment,"['bà', 'nuốt quả', 'chuối', 'tao', 'cười', 'tao', 'ẻ']"
3 giờ sáng nằm xem xong khóc miên man buồn_bã,Sadness,"['3', 'giờ', 'sáng', 'nằm', 'xem', 'xong', 'khóc', 'miên man', 'buồn_bã']"
nó cũng làm thế với bao người khác đấy,Other,"['nó', 'cũng', 'làm', 'thế', 'bao', 'người', 'khác', 'đấy']"
chị đi lúc mùa em chuẩn bị theo á hả anh,Fear,"['chị', 'lúc', 'mùa', 'em', 'chuẩn bị', 'theo', 'á hả', 'anh']"
chắc ỉa ra quần chứ đéo đùa chán,Fear,"['chắc', 'ỉa', 'quần', 'chứ', 'đéo', 'đùa', 'chán']"
trò cười . đùa,Enjoyment,"['trò', 'cười', 'đùa']"
sắp có thực đơn món mới say_mê,Enjoyment,"['sắp', 'thực đơn', 'món', 'mới', 'say_mê']"
bé gái đáng yêuc quá cười . dth nữa,Enjoyment,"['bé', 'gái', 'đáng', 'yêuc', 'cười', 'dth']"
thì con đỉ mẹ mày ghi nhanh vào .,Anger,"['con', 'đỉ', 'mẹ', 'mày', 'ghi', 'nhanh', 'vào']"
tử hình con mẹ nó lũ chó má không có tính người đi . khổ thân lũ trẻ,Anger,"['tử hình', 'con', 'mẹ', 'nó', 'lũ', 'chó', 'má', 'không', 'tính', 'người', 'khổ thân', 'lũ', 'trẻ']"
"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ?",Anger,"['sao', 'mày', 'không', 'viết', 'nhanh', 'lên', 'mày', 'lấy', 'tay', 'chặn', 'làm', 'gì', 'giúp', 'mày', 'tốt', 'hơn', 'không', 'hả', '?']"
đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc cười,Enjoyment,"['tìm', 'đúng', 'người', 'còn', 'sai', 'người', 'auto', 'mối', 'quan hệ', 'kết thúc', 'cười']"
cực phẩm luôn kìa,Enjoyment,"['cực phẩm', 'luôn', 'kìa']"
không phải để xé giấy ak ?,Surprise,"['không', 'phải', 'để', 'xé', 'giấy', 'ak', '?']"
tuổi thơ của tôi cũng từng có 1 người c . trai bỏ mặc tất cả để bảo vệ tôi hôn,Enjoyment,"['tuổi thơ', 'tôi', 'cũng', 'từng', '1', 'người', 'c', 'trai', 'bỏ', 'mặc', 'tất cả', 'để', 'bảo vệ', 'tôi', 'hôn']"
đầu tư phết nhề,Surprise,"['đầu tư', 'phết', 'nhề']"
"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng cười_chảy_nước_mắt",Disgust,"['nhìn', 'biết', 'cái', 'quả', 'fa', 'lâu', 'lắm', 'cũng', 'may', 'chưa', 'đóng', 'cười_chảy_nước_mắt']"
nhưng nó lại đéo thích :,Other,"['nhưng', 'nó', 'đéo thích']"
chưa bao giờ còn yêu nhiều hơn thế say_mê bởi cha mẹ cho tôi tất cả,Enjoyment,"['chưa', 'bao giờ', 'còn', 'yêu', 'nhiều', 'hơn', 'thế', 'say_mê', 'bởi', 'cha mẹ', 'tôi', 'tất cả']"
1 bạt tai 2 đạp chứ ở đó bướng,Anger,"['1', 'bạt', 'tai', '2', 'đạp', 'chứ', 'bướng']"
ê nha ê nha,Surprise,"['ê nha', 'ê nha']"
lêu lêu đồ con nuôi,Disgust,"['lêu', 'lêu đồ', 'con nuôi']"
tôi muốn có một mối tình bình dị .,Other,"['tôi', 'muốn', 'mối', 'tình', 'bình dị']"
per chắc tao nên làm quả móng chân xoắn ốc dài nhất thế giới cười,Other,"['per', 'chắc', 'tao', 'làm', 'quả', 'móng', 'chân', 'xoắn ốc', 'dài', 'nhất', 'thế giới', 'cười']"
nói xấu người khác được nằm trong top các môn thể thao nguy hiểm khó_xử,Fear,"['nói xấu', 'người', 'khác', 'nằm', 'top', 'môn', 'thể thao', 'nguy hiểm', 'khó_xử']"
câu chuyện lấy đi nước mắt của tao,Sadness,"['câu chuyện', 'lấy', 'nước mắt', 'tao']"
có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak,Sadness,"['lúc', 'ngồi', 'một mình', 'cảm thấy', 'lạc lõng', 'lắm', 'cậu', 'ak']"
giá như thằng bạn đào luận của tôi khôn bằng 1 3 của nó thì tốt quá,Disgust,"['giá', 'thằng', 'bạn', 'đào luận', 'tôi', 'khôn', 'bằng', '1', '3', 'nó', 'tốt']"
ủa ? chọn người nào cũng như nhau thôi . vì cả 2 người chắc đéo gì đã thích bạn đâu ? cười,Other,"['ủa', '?', 'chọn', 'người', 'nào', 'cũng', 'nhau', 'cả', '2', 'người', 'chắc đéo', 'gì', 'thích', 'bạn', 'đâu', '?', 'cười']"
thu thập mọi thông tin về đối tượng . luôn đặt trái tim vào trạng thái . chiến đấu bối_rối_khổ_sở,Other,"['thu thập', 'mọi', 'thông tin', 'về', 'đối tượng', 'luôn', 'đặt', 'trái tim', 'vào', 'trạng thái', 'chiến đấu', 'bối_rối_khổ_sở']"
lớp 5 mà viết kiểu này cô đánh gãy tay .,Fear,"['lớp', '5', 'viết', 'kiểu', 'cô', 'đánh', 'gãy', 'tay']"
"hỏi thì hỏi cho khôn , hỏi mà như vả thẳng vào mặt người ta cười",Anger,"['hỏi', 'hỏi', 'khôn', 'hỏi', 'như vả', 'thẳng', 'vào', 'mặt', 'người', 'ta', 'cười']"
ý thức kém quá,Disgust,"['ý thức', 'kém']"
đã nguy hiểm vậy sao không hủy mà bán 0 . 0,Fear,"['nguy hiểm', 'sao', 'không', 'hủy', 'bán', '0', '0']"
tao thấy đéo có cái gì để tao cầm được cơn cười cđcm nó ! cười,Enjoyment,"['tao', 'thấy', 'đéo', 'cái', 'gì', 'để', 'tao', 'cầm', 'cơn', 'cười', 'cđcm', 'nó', '!', 'cười']"
cái nay nhận ra lâu roài . mà đi làm toàn gặp đồng nghiệp đáng yêu hi,Enjoyment,"['cái', 'nay', 'nhận', 'lâu roài', 'làm', 'toàn', 'gặp', 'đồng nghiệp', 'đáng', 'yêu', 'hi']"
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ?,Enjoyment,"['tao', 'cũng', 'hay', 'sử dụng', 'chiêu', 'bọn', 'đàn ông', 'vẫn', 'cứ', 'lừa', '?']"
được bác ạ ! cứ lấy vợ giàu là được tuốt cười,Enjoyment,"['bác', 'ạ', '!', 'cứ', 'lấy', 'vợ', 'giàu', 'tuốt', 'cười']"
cục súc thiệt cười,Disgust,"['cục', 'súc', 'thiệt', 'cười']"
ê ê nhớ cái bếp nhà chồng mình chị phải đứng lên cái bệ đó mới nấu được á cười_lăn_lộn_trên_sàn,Sadness,"['ê', 'ê nhớ', 'cái', 'bếp', 'nhà', 'chồng', 'mình', 'chị', 'phải', 'đứng', 'lên', 'cái', 'bệ', 'mới', 'nấu', 'á cười_lăn_lộn_trên_sàn']"
hàng cổ rồi anh ơi,Other,"['hàng', 'cổ', 'anh', 'ơi']"
địt_mẹ lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng mỉm_cười đéo thú vị được như vầy đùa,Disgust,"['địt_mẹ', 'lúc', 'tao', 'học', 'chương', 'nguyên tiết', 'bà', 'cô', 'toàn', 'chia sẻ', 'kinh nghiệm', 'chuyện', 'tới', 'tháng', 'mỉm_cười', 'đéo', 'thú vị', 'như vầy', 'đùa']"
thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình,Sadness,"['buồn', 'mình', 'thịt', 'vợ', 'thang', 'khác', 'thằng', 'khác', 'thịt', 'vợ', 'tưong', 'lai', 'mình']"
thương mấy anh quá mà tao không kiềm được vẫn phải thả haha,Enjoyment,"['thương', 'mấy', 'anh', 'tao', 'không', 'kiềm', 'vẫn', 'phải', 'thả', 'haha']"
hí . dễ thương quá,Enjoyment,"['hí', 'dễ thương']"
vô duyên và hài hước nó có 1 làn ranh giới mỏng manh vãi,Other,"['vô duyên', 'hài hước', 'nó', '1', 'làn', 'ranh giới', 'mỏng manh', 'vãi']"
má tao coi mà chóng mặt . cầu này rồi dành cho chân ngắn như tao chắc,Other,"['má', 'tao', 'coi', 'chóng mặt', 'cầu', 'dành', 'chân', 'ngắn', 'tao', 'chắc']"
ý thức quá kém .,Disgust,"['ý thức', 'kém']"
khiếp ăn tạp chẳng chết,Fear,"['khiếp', 'ăn tạp', 'chẳng', 'chết']"
sắm về hỏi mấy thứ đùa,Other,"['sắm', 'về', 'hỏi', 'mấy', 'thứ', 'đùa']"
vãi_lồn mồm thì chửi người ta nhem nhẻm ra xong cứ bảo người ta mất dậy cười chị kia đã chửi được câu đéo nào đâu mà nó cứ bảo mất dậy . đâm hỏng xe người ta xong còn đòi đọ lồn cười bố mày lậy . phải tao là tao sút cho tung con mẹ mày cái lồn già lên rồi cho mất dậy cả thể . cứ cậy đẻ 5 lứa rồi lồn rộng mép dài ra đường bắt nạt đứa lồn bé hơn,Anger,"['vãi_lồn', 'mồm', 'chửi', 'người', 'ta', 'nhem', 'nhẻm', 'xong', 'cứ', 'bảo', 'người', 'ta', 'mất', 'dậy', 'cười', 'chị', 'chửi', 'câu', 'đéo', 'nào', 'đâu', 'nó', 'cứ', 'bảo', 'mất', 'dậy', 'đâm', 'hỏng', 'xe', 'người', 'ta', 'xong', 'còn', 'đòi', 'đọ', 'lồn', 'cười', 'bố mày', 'lậy', 'phải', 'tao', 'tao sút', 'tung', 'con', 'mẹ', 'mày', 'cái', 'lồn', 'già', 'lên', 'mất', 'dậy', 'cả thể', 'cứ', 'cậy đẻ', '5', 'lứa', 'lồn', 'rộng', 'mép', 'dài', 'đường', 'bắt nạt', 'đứa', 'lồn', 'bé', 'hơn']"
địt_mẹ đang yên đang lành tự dưng bị nhét cẩu lương phẫn_nộ,Anger,"['địt_mẹ', 'yên', 'lành', 'tự dưng', 'nhét', 'cẩu', 'lương', 'phẫn_nộ']"
bên aeon hay thật đấy cười,Enjoyment,"['bên', 'aeon', 'hay', 'đấy', 'cười']"
cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức chế lắm . 1 lần thì không sao mà cả chục lần như vậy,Anger,"['cảnh', 'gặp', 'cũng', 'nhiều', 'dọn', 'thấy', 'mẹ', 'luôn', 'vẫn', 'không', 'sạch', 'tức', 'ghê', 'ức chế', 'lắm', '1', 'lần', 'không', 'sao', 'cả', 'chục', 'lần', 'như vậy']"
vỉa hè to thế vẫn còn muốn ăn cả ồ hố nữa hả cười,Enjoyment,"['vỉa hè', 'to thế', 'vẫn', 'còn', 'muốn', 'ăn', 'cả', 'ồ hố', 'hả', 'cười']"
cho nghe lại cái khúc đó đi anh hai à đùa,Other,"['nghe', 'cái', 'khúc', 'anh', 'hai', 'à', 'đùa']"
không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,Fear,"['không', 'may', 'thụt', 'chân', 'xuống', 'như thế nào', 'nhỉ', 'chắc', 'thốn', 'tận', 'rốn']"
đột xuất kiểu gì mà dữ vậy,Surprise,"['đột xuất', 'kiểu', 'gì', 'dữ']"
nó sắm điện thoại nó coi phim sex hay gì mà đầu nó ngu dữ vậy,Anger,"['nó', 'sắm', 'điện thoại', 'nó', 'coi', 'phim', 'sex', 'hay', 'gì', 'đầu', 'nó', 'ngu', 'dữ']"
"thường thì người thuận tay trái sẽ bị bệnh này đùa , riêng tao thuận vả 2 tay nên chả sao",Enjoyment,"['thường', 'người', 'thuận', 'tay trái', 'bệnh', 'đùa', 'riêng', 'tao', 'thuận vả', '2', 'tay', 'chả', 'sao']"
"trung thu là tết thiếu nhi , yêu đường gì liên quan ở đây . gấu với chả bò",Anger,"['trung thu', 'tết', 'thiếu nhi', 'yêu', 'đường', 'gì', 'liên quan', 'đây', 'gấu', 'chả', 'bò']"
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy cười_chảy_nước_mắt cười_mỉm,Disgust,"['mấy', 'thanh niên', 'ngu học', 'theo', 'ngôn tình', 'thấy', 'chai', 'bé', 'không', 'viết', 'hết', 'mua', 'chai', '1', '8', 'lít', 'hơi', 'mệt', 'đấy', 'cười_chảy_nước_mắt', 'cười_mỉm']"
chị là người khó hiểu nhất mà em từng biết đấy,Surprise,"['chị', 'người', 'khó', 'hiểu', 'nhất', 'em', 'từng', 'biết', 'đấy']"
per mày cũng có tình yêu từ nơi đây phải không ?,Other,"['per', 'mày', 'cũng', 'tình yêu', 'từ', 'nơi', 'đây', 'phải', 'không', '?']"
"tao bảo 9 , 9 là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo dục là miệt thị . không đồng ý",Disgust,"['tao', 'bảo', '9', '9', 'mấy', 'ông', 'ngoài', 'bắc', 'kiểu', 'chửi', 'cũng', 'ngoài', 'bắc', 'tao', 'cũng', 'chửi', 'còn', 'bé', 'h', 'bình thường', 'nhưng', 'nghĩ lại', 'buồn', 'chứ', 'không', 'vui', 'đâu', 'tụi', 'bay', 'ngoài', 'bắc', 'cách', 'giáo dục', 'miệt thị', 'không', 'đồng ý']"
là đi phát tờ rơi ngay mấy ngã tư và cổng trường đại học ! được 20 k về mua skin yasuo siêu phẩm 2016,Enjoyment,"['phát', 'tờ rơi', 'ngay', 'mấy', 'ngã', 'tư', 'cổng', 'trường', 'đại học', '!', '20', 'k', 'về', 'mua', 'skin', 'yasuo', 'siêu phẩm', '2016']"
chắc thôi tao đéo ra đường luôn cười sợ vãi,Fear,"['chắc', 'tao', 'đéo', 'đường', 'luôn', 'cười', 'sợ', 'vãi']"
"gập đúng người mà mình muốn thương , muốn yêu , muốn chăm sóc . nhưng thật tiếc khi trong tay vẫn chưa có gì",Sadness,"['gập', 'đúng', 'người', 'mình', 'muốn', 'thương', 'muốn', 'yêu', 'muốn', 'chăm sóc', 'nhưng', 'tiếc', 'tay', 'vẫn', 'chưa', 'gì']"
chị em mình giờ nói ít thôi haha,Enjoyment,"['chị em', 'mình', 'giờ', 'nói', 'ít', 'haha']"
có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :,Fear,"['đứa', 'nào', 'vừa', 'xem', 'vừa', 'sờ tai', 'mình', 'không', '?', 'sợ', 'vãi']"
"mày đấy , đừng làm tao đau đầu thêm",Disgust,"['mày', 'đấy', 'đừng', 'làm', 'tao', 'đau đầu', 'thêm']"
cái máy nghe nhạc nè,Other,"['cái', 'máy', 'nghe', 'nhạc', 'nè']"
thề cứ 1 lần trượt là tao cười to hơn cười_toe_toét,Enjoyment,"['thề', 'cứ', '1', 'lần', 'trượt', 'tao', 'cười', 'to', 'hơn', 'cười_toe_toét']"
xin chúa thương xót chúng con,Other,"['xin', 'chúa', 'thương xót', 'chúng', 'con']"
per sao tội vạy em,Sadness,"['per', 'sao', 'tội vạy', 'em']"
per đem rác về nhà vứt luôn haha,Enjoyment,"['per', 'đem', 'rác', 'về', 'nhà', 'vứt', 'luôn', 'haha']"
địt_mẹ nhìn ngầu vãi,Enjoyment,"['địt_mẹ', 'nhìn', 'ngầu', 'vãi']"
mịa hợp lý đến mức bất hợp lý cười,Surprise,"['mịa', 'hợp lý', 'mức', 'bất hợp lý', 'cười']"
phim này xem rồi ý nghĩa vài,Enjoyment,"['phim', 'xem', 'ý nghĩa', 'vài']"
