Sentence,Emotion,Tokenized_Sentence
"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ cười_chảy_nước_mắt tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật cười_nhe_răng",Enjoyment,"['ngồi', 'chờ', 'người', 'qua', '1', 'coi', '1', 'sự', 'tình cờ', 'cười_chảy_nước_mắt', 'tao', 'từng', 'nhưng', 'tao', 'ngày xưa', 'buồn cười', 'cười_nhe_răng']"
"thôi , không tranh cãi , không lại các bác . nói chung không cấm thì đỗ , còn đỗ để làm gì thì do ý thức mỗi người",Other,"['không', 'tranh cãi', 'không', 'bác', 'nói chung', 'không', 'cấm', 'đỗ', 'còn', 'đỗ', 'để', 'làm gì', 'do', 'ý thức', 'mỗi', 'người']"
khóc vãi khóc_nức_nở,Sadness,"['khóc', 'vãi', 'khóc_nức_nở']"
"việc của ông vũ giờ là mua nhiều thật nhiều cigar và lên chùa xây cái am trung nguyên thiền định tiếp đi qua ơi , qua quậy quá rồi để cho vợ và 4 con tiếp quản được rồi qua ơi .",Disgust,"['việc', 'ông', 'vũ giờ', 'mua', 'nhiều', 'nhiều', 'cigar', 'lên', 'chùa', 'xây', 'cái', 'am trung nguyên', 'thiền định', 'tiếp', 'qua', 'ơi', 'qua', 'quậy', 'để', 'vợ', '4', 'con', 'tiếp quản', 'qua', 'ơi']"
cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời,Disgust,"['cũng', 'ninja', 'nhau', 'cũng', 'hơn', 'thua', 'làm', 'gì', 'trời']"
và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần,Enjoyment,"['vui mừng', 'hơn', 'biết', 'tin', 'chị', 'vợ', 'nhà', 'vừa', 'sinh hạ', 'em', 'bé', '1', 'tuần']"
lại là bà hàng xóm chán,Disgust,"['bà', 'hàng xóm', 'chán']"
bọn óc vật mỉm_cười đụng vào con cháu nhà tao thử,Anger,"['bọn', 'óc vật', 'mỉm_cười', 'đụng', 'vào', 'con cháu', 'nhà', 'tao', 'thử']"
hay . đỡ mệt,Enjoyment,"['hay', 'đỡ', 'mệt']"
"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo cười_lớn",Disgust,"['thế', 'đàn ông', 'thường', 'gục', 'ngã', 'trước', 'đứa', 'con', 'gái', 'xấu', 'không', '?', 'chuyện', 'thường tình', 'đàn ông', 'mê sắc', 'đàn bà', 'mê', 'tiền', 'mỗi', 'giới', 'đam mê', 'công bằng', 'nào', 'mày', 'yêu', 'con', 'xấu', 'hãy', 'nói', 'đạo', 'cười_lớn']"
per nhìn quen quen mày ơi,Surprise,"['per', 'nhìn', 'quen quen', 'mày', 'ơi']"
mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu,Disgust,"['ô', 'chủ', 'xe', 'cũng', 'ngu vãi', 'mất công đậu', 'đậu', 'hẳn', 'giữa', 'đường', 'day', 'để', 'nó', 'đỡ', 'mất công', 'về', 'phải', 'mất công', 'đại tu']"
gv có tâm vãi cười_chảy_nước_mắt,Enjoyment,"['gv', 'tâm vãi', 'cười_chảy_nước_mắt']"
cầu mong chú có cuộc sống tốt hơn,Enjoyment,"['cầu', 'mong chú', 'cuộc sống', 'tốt', 'hơn']"
"bạn bè thì nó hỏi han , hay nhắn tin thôi . hồi trước hay ảo tưởng lắm , nhưng giờ lớn nên hết trẻ trâu rồi cười_lăn_lộn_trên_sàn",Other,"['bạn bè', 'nó', 'hỏi han', 'hay', 'nhắn tin', 'hồi', 'trước', 'hay', 'ảo tưởng', 'lắm', 'nhưng', 'giờ', 'lớn', 'hết', 'trẻ', 'trâu', 'cười_lăn_lộn_trên_sàn']"
khớp vãi cười mặt con bé,Enjoyment,"['khớp', 'vãi', 'cười', 'mặt', 'con bé']"
mạng nhện chắc đóng kín rồi nhỉ,Other,"['mạng', 'nhện', 'chắc', 'đóng', 'kín', 'nhỉ']"
tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa cười,Fear,"['tao', 'đéo', 'ghê', 'con', 'rắn', 'tao', 'ghê', 'mấy', 'cái', 'trồi', 'lên', 'kìa', 'cười']"
ngày ấy cũng từng như vậy mỉm_cười,Enjoyment,"['ngày', 'ấy', 'cũng', 'từng', 'như vậy', 'mỉm_cười']"
"tao biết trước là nó sẽ lao vào màn hình mà , vậy nên tâm vẫn tỉnh lúc nó lao vào .",Enjoyment,"['tao', 'biết', 'trước', 'nó', 'lao', 'vào', 'màn hình', 'tâm', 'vẫn', 'tỉnh', 'lúc', 'nó', 'lao', 'vào']"
quả mặt dễ thương dữ vậy,Surprise,"['quả', 'mặt', 'dễ thương', 'dữ']"
"lúc sinh ra rồi , con gái không nói , là con trai thì ổng sẽ phải ước mình chưa đẻ ra nó , có thêm đứa tranh vợ với mình mà cười_chảy_nước_mắt",Other,"['lúc', 'sinh', 'con', 'gái', 'không', 'nói', 'con', 'trai', 'ổng', 'phải', 'ước', 'mình', 'chưa', 'đẻ', 'nó', 'thêm', 'đứa', 'tranh vợ', 'mình', 'cười_chảy_nước_mắt']"
cưng xĩu cười_mỉm,Enjoyment,"['cưng', 'xĩu', 'cười_mỉm']"
người ngoài hành tinh nói tiếng anh ? nà ní ?,Surprise,"['người', 'ngoài', 'hành tinh', 'nói', 'tiếng', 'anh', '? nà', 'ní', '?']"
"nghĩ đến cảnh mặc áo là cảm thấy mất cả tuổi thanh xuân , chưa kể là lúc ngứa thì gãi kiểu gì cười_chảy_nước_mắt",Enjoyment,"['nghĩ', 'cảnh', 'mặc', 'áo', 'cảm thấy', 'mất', 'cả', 'tuổi', 'thanh xuân', 'chưa', 'kể', 'lúc', 'ngứa', 'gãi', 'kiểu', 'gì', 'cười_chảy_nước_mắt']"
cứ thấy nó là ăn không còn xác thì lấy gì chúng kịp phá . nhìn thèm ứ chịu được trầm_ngâm,Sadness,"['cứ', 'thấy', 'nó', 'ăn', 'không', 'còn', 'xác', 'lấy', 'gì', 'chúng', 'kịp', 'phá', 'nhìn', 'thèm', 'ứ', 'chịu', 'trầm_ngâm']"
xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy,Enjoyment,"['xem', 'video', 'chị', 'công nhận', 'hay', 'ý nghĩa', 'giờ', 'lên', 'xem', 'vid', 'mới', 'biết', 'về', 'tuổi thơ', 'chị', 'cơ cực', 'đấy']"
nó giống tao ghê . gặp tao tao cũng chọn mày,Enjoyment,"['nó', 'giống', 'tao', 'ghê', 'gặp', 'tao', 'tao', 'cũng', 'chọn', 'mày']"
hiện tại cảm thấy hạnh phúc khi môi trường làm việc toàn người lầy .,Enjoyment,"['hiện tại', 'cảm thấy', 'hạnh phúc', 'môi trường', 'làm việc', 'toàn', 'người', 'lầy']"
đúng là mỹ nhanh gọn dứt khoát,Enjoyment,"['đúng', 'mỹ', 'nhanh', 'gọn', 'dứt khoát']"
khúc cuối cười lộn ruột,Enjoyment,"['khúc', 'cuối', 'cười lộn', 'ruột']"
mặt con mèo giải trí dữ khó_xử,Enjoyment,"['mặt', 'con mèo', 'giải trí', 'dữ', 'khó_xử']"
tại con này xấu quá không nhận diện được khuôn mặt,Disgust,"['tại', 'con', 'xấu', 'không', 'nhận diện', 'khuôn mặt']"
"đã ra tù nhưng chắc nhớ tù quá , muốn quay lại trại nên mặc quả đồ này đùa ậy",Disgust,"['tù', 'nhưng', 'chắc', 'nhớ', 'tù', 'muốn', 'quay', 'trại', 'mặc', 'quả đồ', 'đùa', 'ậy']"
anh có tin em giận lại anh không ?,Enjoyment,"['anh', 'tin', 'em', 'giận', 'anh', 'không', '?']"
ác đến vậy là cùng,Disgust,"['ác', 'cùng']"
khi cô đơn lòng em nhớ ai buồn,Sadness,"['cô đơn', 'lòng', 'em', 'nhớ', 'ai', 'buồn']"
"nếu chiếc xe đỗ giữa cửa nhà tôi như trong hình của thớt tôi hoàn toàn không có cảm giác gì , kể cả ngày nào cũng vậy luôn .",Other,"['nếu', 'chiếc', 'xe', 'đỗ', 'giữa', 'cửa', 'nhà', 'tôi', 'hình', 'thớt', 'tôi', 'hoàn toàn', 'không', 'cảm giác', 'gì', 'kể cả', 'ngày', 'nào', 'cũng', 'luôn']"
"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng cười_nhe_răng",Fear,"['định', 'nhổ', 'răng khôn', 'nghe', 'tin', 'thấy', 'ghê răng', 'cười_nhe_răng']"
"ước gì bos không co chân lên , tao vẫn sẽ nghĩ là bos thật khí chất cười",Sadness,"['ước', 'gì', 'bos', 'không', 'co', 'chân', 'lên', 'tao', 'vẫn', 'nghĩ', 'bos', 'khí chất', 'cười']"
xem xong tao đã khóc rất nhiều,Sadness,"['xem', 'xong', 'tao', 'khóc', 'nhiều']"
ha ha tim chất lắm,Enjoyment,"['ha', 'ha', 'tim', 'chất', 'lắm']"
bộ này hoàn hảo quá,Surprise,"['bộ', 'hoàn hảo']"
đậu . tao mê nhất là giọng tuy hòa phú yên . nó luôn mang một ấn tượng sâu sắc . nghe cứ thích thế nào ấy,Enjoyment,"['đậu', 'tao', 'mê', 'nhất', 'giọng', 'tuy', 'hòa phú yên', 'nó', 'luôn', 'mang', 'ấn tượng', 'sâu sắc', 'nghe', 'cứ', 'thích', 'thế nào', 'ấy']"
lại ngáo đá rồi,Disgust,"['ngáo', 'đá']"
tao thì nói xong lại thấy người ta không hứng thú thì lại lượn,Sadness,"['tao', 'nói', 'xong', 'thấy', 'người', 'ta', 'không', 'hứng thú', 'lượn']"
để có được cái nắm tay tuổi già là bao giông bão của tuổi trẻ . mấy ai qua được bão giông ?,Enjoyment,"['để', 'cái', 'nắm', 'tay', 'tuổi', 'già', 'bao', 'giông bão', 'tuổi trẻ', 'mấy ai', 'qua', 'bão giông', '?']"
quan trọng là có per luôn tạo độ khó game cho tôi cười và không thể thiếu sự trợ giúp của các anh em trong team cười_chảy_nước_mắt,Enjoyment,"['quan trọng', 'per', 'luôn', 'tạo độ', 'khó', 'game', 'tôi', 'cười', 'không thể', 'thiếu', 'sự', 'trợ giúp', 'anh em', 'team', 'cười_chảy_nước_mắt']"
điều tồi tệ là học nửa vời chã ra làm sao,Sadness,"['điều', 'tồi tệ', 'học', 'nửa vời', 'chã', 'làm sao']"
chỉ có màn hình là xấu thôi,Other,"['chỉ', 'màn hình', 'xấu']"
cùng câu hỏi . vụ thang máy thì sao nhỉ,Other,"['cùng', 'câu', 'hỏi', 'vụ', 'thang máy', 'sao', 'nhỉ']"
"mỗi ngày đi làm về , tôi không vội vào thang ngay mà thường ngồi sảnh tầm 20 p chỉ để ngắm gái xinh cùng tòa cười_toe_toét .",Enjoyment,"['mỗi', 'ngày', 'làm', 'về', 'tôi', 'không', 'vội', 'vào', 'thang', 'ngay', 'thường', 'ngồi', 'sảnh', 'tầm', '20', 'p', 'chỉ', 'để', 'ngắm', 'gái', 'xinh', 'cùng', 'tòa', 'cười_toe_toét']"
đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew,Enjoyment,"['đây', 'mới', 'công an', 'nhân dân', 'việt nam', 'cảm ơn', 'bạn', 'nhiều', 'điều', 'tốt đẹp', 'hơn', 'nhé', 'vanew']"
per sau hôm sinh nhật là có cái này . ngon vãi,Enjoyment,"['per', 'sau', 'hôm', 'sinh nhật', 'cái', 'ngon', 'vãi']"
per kinh dị thấy mệ luôn nè,Fear,"['per', 'kinh dị', 'thấy', 'mệ', 'luôn', 'nè']"
tuy hơi fail 1 chút nhưng rất có năng khiếu lớn lên không chừng làm ca sĩ ấy chứ đừng đùa,Other,"['tuy', 'hơi', 'fail', '1', 'chút', 'nhưng', 'năng khiếu', 'lớn', 'lên', 'không chừng', 'làm', 'ca sĩ', 'ấy', 'chứ', 'đừng', 'đùa']"
đúng là tấm gương xáng để con cháu noi theo cười,Enjoyment,"['đúng', 'tấm', 'gương', 'xáng', 'để', 'con cháu', 'noi', 'theo', 'cười']"
khi đã đổ vỡ hàn gắn lại chắc gì đã được như lúc đầu :,Fear,"['đổ vỡ', 'hàn gắn', 'chắc', 'gì', 'lúc', 'đầu']"
"tào lao , bịa đặt",Disgust,"['tào lao', 'bịa đặt']"
"chia sẻ cho anh em , haha",Enjoyment,"['chia sẻ', 'anh em', 'haha']"
cách này nhiều người áp dụng quá rồi cười,Enjoyment,"['cách', 'nhiều', 'người', 'áp dụng', 'cười']"
tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?,Disgust,"['tưởng', 'bú', 'vài', 'cái', 'thích', 'tụi', 'dân trí', 'thấp', 'mình', 'khôn', '?']"
doume khó vậy mà cũng nghĩ ra được cười_lăn_lộn_trên_sàn,Surprise,"['doume', 'khó', 'vậy mà', 'cũng', 'nghĩ', 'cười_lăn_lộn_trên_sàn']"
sao ảnh này nhìn con rắn đáng yêuc vãi cười,Enjoyment,"['sao', 'ảnh', 'nhìn', 'con', 'rắn', 'đáng', 'yêuc', 'vãi', 'cười']"
sau mưa ra đường sợ nhất gặp giun,Fear,"['sau', 'mưa', 'đường', 'sợ', 'nhất', 'gặp', 'giun']"
per đứa nào nghĩ ra được cái qcao hay vãi .,Enjoyment,"['per', 'đứa', 'nào', 'nghĩ', 'cái', 'qcao', 'hay', 'vãi']"
bạn trai thì chưa . nhưng mỗi lần thằng bạn nó cắt tóc cạo râu thì auto nhìn đẹp trai,Enjoyment,"['bạn', 'trai', 'chưa', 'nhưng', 'mỗi', 'lần', 'thằng', 'bạn', 'nó', 'cắt', 'tóc', 'cạo', 'râu', 'auto', 'nhìn', 'đẹp trai']"
í thức mấy đứa đi xem như cười_lớn .,Disgust,"['í thức', 'mấy', 'đứa', 'xem', 'cười_lớn']"
đã từng . và bị phũ như 1 con chó cười_chảy_nước_mắt,Sadness,"['từng', 'phũ', '1', 'con', 'chó', 'cười_chảy_nước_mắt']"
thiểu năng đội cái nón không nổi thì sao đủ năng lực chạy xe . nhìn là thấy hãm .,Disgust,"['thiểu năng', 'đội', 'cái', 'nón', 'không', 'nổi', 'sao', 'đủ', 'năng lực', 'chạy', 'xe', 'nhìn', 'thấy', 'hãm']"
anh lấy đi niềm tin trả lại cho em những gì,Sadness,"['anh', 'lấy', 'niềm', 'tin', 'trả', 'em', 'gì']"
thông minh lắm,Enjoyment,"['thông minh', 'lắm']"
thêm cái trang này ăn cắp ý tưởng của tôi,Anger,"['thêm', 'cái', 'trang', 'ăn cắp', 'ý tưởng', 'tôi']"
đề nghị các bạn giữ trật tự trong rạp phim !,Other,"['đề nghị', 'bạn', 'giữ', 'trật tự', 'rạp', 'phim', '!']"
cam mà vắt thế chỉ có đắng nhé thôi đồ ngu,Disgust,"['cam', 'vắt thế', 'chỉ', 'đắng', 'nhé', 'đồ', 'ngu']"
"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu cười_mỉa",Disgust,"['t', 'tự', 'an ủi', 'tất cả', 'chỉ', 'diễn', 'diễn', 'đéo thể', 'tin', 'đâu', 'cười_mỉa']"
ngu hết phần thiên hạ,Disgust,"['ngu', 'hết', 'phần', 'thiên hạ']"
tin tao đi tiền là thứ duy nhất làm động lực để mày vui cười tao chia tay xong . cắm mặt vào làm để mua sắm và du lịch cười,Other,"['tin', 'tao', 'tiền', 'thứ', 'duy nhất', 'làm', 'động lực', 'để', 'mày', 'vui', 'cười', 'tao', 'chia tay', 'xong', 'cắm', 'mặt', 'vào', 'làm', 'để', 'mua sắm', 'du lịch', 'cười']"
tao thấy con mèo xinh hơn,Enjoyment,"['tao', 'thấy', 'con', 'mèo', 'xinh', 'hơn']"
cho nó cắn phát xem có thành spider man không cười_chảy_nước_mắt,Enjoyment,"['nó', 'cắn phát', 'xem', 'thành', 'spider man', 'không', 'cười_chảy_nước_mắt']"
bếp ga hj hj cười_lăn_lộn_trên_sàn,Enjoyment,"['bếp', 'ga', 'hj', 'hj', 'cười_lăn_lộn_trên_sàn']"
"từ hành động và lời nói của tụi nhỏ này không biết nên trách ai bây giờ , thối nát một thế hệ",Disgust,"['từ', 'hành động', 'lời nói', 'tụi', 'nhỏ', 'không', 'biết', 'trách', 'ai', 'bây giờ', 'thối nát', 'thế hệ']"
sớm bình phục nhé,Other,"['sớm', 'bình phục', 'nhé']"
căn bản là họ không đáng cho mình trân trọng thôi . per,Disgust,"['căn bản', 'họ', 'không', 'đáng', 'mình', 'trân trọng', 'per']"
giống thằng này vãi cười,Enjoyment,"['giống', 'thằng', 'vãi', 'cười']"
"năm nào cả sinh nhật âm hay dương mẹ cũng gọi điện cho mình , bà ngoại trên 80 , bác ruột mình đều nhớ hết cười_chảy_nước_mắt",Enjoyment,"['năm', 'nào', 'cả', 'sinh nhật âm', 'hay', 'dương mẹ', 'cũng', 'gọi', 'điện', 'mình', 'bà', 'ngoại', 'trên', '80', 'bác', 'ruột', 'mình', 'đều', 'nhớ', 'hết', 'cười_chảy_nước_mắt']"
quan trọng nhất vẫn là tấm lòng mỉm_cười,Other,"['quan trọng', 'nhất', 'vẫn', 'tấm', 'lòng', 'mỉm_cười']"
cái mặt hoang mang thấy thương cười_toe_toét tim,Enjoyment,"['cái', 'mặt', 'hoang mang', 'thấy', 'thương', 'cười_toe_toét', 'tim']"
nhìn ức chế vãi,Anger,"['nhìn', 'ức chế', 'vãi']"
coi mà cái tay nó rung trái tim nó đập sợ cái thằng đó té sấp mặt luôn thì không bình thường họa mi còn hót được không cười,Fear,"['coi', 'cái', 'tay', 'nó', 'rung', 'trái tim', 'nó', 'đập', 'sợ', 'cái', 'thằng', 'té', 'sấp', 'mặt', 'luôn', 'không', 'bình thường', 'họa mi', 'còn', 'hót', 'không', 'cười']"
nhìn kinh vãi,Disgust,"['nhìn', 'kinh vãi']"
hỡi thế gian tình ái là chi mà đôi lứa nguyện thề sống chết ? cười_nhe_răng,Other,"['hỡi', 'thế gian', 'tình ái', 'chi', 'đôi', 'lứa nguyện', 'thề', 'sống chết', '?', 'cười_nhe_răng']"
per bất ngờ bốc cháy,Other,"['per', 'bất ngờ', 'bốc', 'cháy']"
đọc bình luận mới công nhận mấy đứa nói đạo lý sống như cười_lớn . đây là câu chuyện vui bạn bè trêu nhau thôi không đến lượt mấy người dạy bé cách cư xử như thế nào đâu . có người con như thế nào bố sẽ rất tự hào đấy,Disgust,"['đọc', 'bình luận', 'mới', 'công nhận', 'mấy', 'đứa', 'nói', 'đạo lý', 'sống', 'cười_lớn', 'đây', 'câu chuyện', 'vui', 'bạn bè', 'trêu', 'nhau', 'không', 'lượt', 'mấy', 'người', 'dạy', 'bé', 'cách', 'cư xử', 'như thế nào', 'đâu', 'người', 'con', 'như thế nào', 'bố', 'tự hào', 'đấy']"
chuẩn không cười_nhe_răng,Enjoyment,"['chuẩn', 'không', 'cười_nhe_răng']"
cười_chảy_nước_mắt nhìn và đợi chúng nó chia tay,Other,"['cười_chảy_nước_mắt', 'nhìn', 'đợi', 'chúng nó', 'chia tay']"
làm mấy chuyện dở người để được nó chú ý,Other,"['làm', 'mấy', 'chuyện', 'dở người', 'để', 'nó', 'chú ý']"
không mưa thì kêu trời mưa thì cũng kêu trời,Disgust,"['không', 'mưa', 'kêu trời', 'mưa', 'cũng', 'kêu trời']"
họ có thể không giàu có về vật chất nhưng hạnh phúc của họ giàu hơn rất nhìu người,Other,"['họ', 'có thể', 'không', 'giàu có', 'về', 'vật chất', 'nhưng', 'hạnh phúc', 'họ', 'giàu', 'hơn', 'nhìu', 'người']"
"người ta ăn hàng tỉ lại phát 5 tr , còn gì là pháp luật nữa",Disgust,"['người', 'ta', 'ăn hàng', 'tỉ', 'phát', '5', 'tr', 'còn', 'gì', 'pháp luật']"
à còn có thể loại con trai cắt tóc xong rồi tự soi gương xong khen mình đẹp trai mới vãi,Disgust,"['à', 'còn', 'có thể', 'loại', 'con', 'trai', 'cắt', 'tóc', 'xong', 'tự', 'soi', 'gương', 'xong', 'khen', 'mình', 'đẹp trai', 'mới', 'vãi']"
"per đi làm với c mình vui hết xẩy , trừ những lúc khó tính cười",Enjoyment,"['per', 'làm', 'c', 'mình', 'vui', 'hết xẩy', 'trừ', 'lúc', 'khó tính', 'cười']"
phải tôi đỗ lên vỉa hè giáp cửa nhà bạn bán hàng luôn . vỉa hè rộng thế kia cơ mà . ?,Other,"['phải', 'tôi', 'đỗ', 'lên', 'vỉa hè', 'giáp', 'cửa', 'nhà', 'bạn', 'bán', 'hàng', 'luôn', 'vỉa hè', 'rộng', 'thế', 'cơ mà', '?']"
cảm thấy sợ mấy thứ suy nghĩ cổ hủ của người lớn buồn,Sadness,"['cảm thấy', 'sợ', 'mấy', 'thứ', 'suy nghĩ', 'cổ hủ', 'người lớn', 'buồn']"
bò ra mà cười cười,Enjoyment,"['bò', 'cười cười']"
per xem cái này đỡ chán đi ông,Other,"['per', 'xem', 'cái', 'đỡ', 'chán', 'ông']"
em buông tay anh nhé . quá khứ ấy anh hãy xóa hết đi .,Sadness,"['em', 'buông', 'tay', 'anh', 'nhé', 'quá khứ', 'ấy', 'anh', 'hãy', 'xóa', 'hết']"
thông minh vãi,Enjoyment,"['thông minh', 'vãi']"
gửi đứa nào chưa có người yêu,Other,"['gửi', 'đứa', 'nào', 'chưa', 'người yêu']"
mày lười vãi cười_lớn,Disgust,"['mày', 'lười', 'vãi', 'cười_lớn']"
đi xem 1 mình có sợ ma không suy_nghĩ,Other,"['xem', '1', 'mình', 'sợ', 'ma', 'không', 'suy_nghĩ']"
chả thấy nói nó cho admin bao nhiêu xiền để pr nhỉ,Other,"['chả', 'thấy', 'nói', 'nó', 'admin', 'bao nhiêu', 'xiền', 'để', 'pr', 'nhỉ']"
tôi đã xem đi xem lại 3 lần và xem lại lần hai mới hiểu hết nội dung và thấy hay hơn khi xem lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !,Enjoyment,"['tôi', 'xem', 'xem lại', '3', 'lần', 'xem lại', 'lần', 'hai', 'mới', 'hiểu', 'hết', 'nội dung', 'thấy', 'hay', 'hơn', 'xem lại', 'lần', '3', 'ai', 'chưa', 'xem', 'hãy', 'vào', 'xem', 'thử', '2', 'lần', '!']"
"anh biết em có nhiều chuyện , nhưng việc trước mắt là em nộp phạt đã , nếu không xe em sẽ bị thu vào đồn",Other,"['anh', 'biết', 'em', 'nhiều chuyện', 'nhưng', 'việc', 'trước mắt', 'em', 'nộp', 'phạt', 'nếu', 'không', 'xe', 'em', 'thu', 'vào', 'đồn']"
thế hóa ra nguy cơ trầm cảm của tao cao lắm,Sadness,"['thế', 'hóa', 'nguy cơ', 'trầm cảm', 'tao', 'cao', 'lắm']"
mày giận lại tao hả tốt quá bố mày được đi chơi game rồi . tối về dỗ nó sau . chờ mãi câu giận của mày cười,Enjoyment,"['mày', 'giận', 'tao', 'hả', 'tốt', 'bố', 'mày', 'chơi', 'game', 'tối', 'về', 'dỗ', 'nó', 'sau', 'chờ', 'mãi', 'câu', 'giận', 'mày', 'cười']"
đừng đùa với người nước ngoài nhé,Other,"['đừng', 'đùa', 'người', 'nước ngoài', 'nhé']"
làm giáo sư mấy chục năm mà cuốn giáo trình chưa thuộc hết nữa à,Disgust,"['làm', 'giáo sư', 'mấy', 'chục', 'năm', 'cuốn', 'giáo trình', 'chưa', 'thuộc', 'hết', 'à']"
anh lỡ mất em rồi huhu,Sadness,"['anh', 'lỡ', 'mất', 'em', 'huhu']"
nhớ lại ngày xưa,Other,"['nhớ', 'ngày xưa']"
bình tĩnh vãi_chưởng cười,Enjoyment,"['bình tĩnh', 'vãi_chưởng', 'cười']"
đai giảm tốc độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh viện cười_chảy_nước_mắt,Disgust,"['đai', 'giảm', 'tốc độ', 'kiểu', 'ấy', 'gặp', 'mấy', 'bà', 'đau đẻ', 'xác định', 'đẻ', 'trên', 'xe', 'hay', 'nhà', 'hẳn', 'đem', 'lên', 'bệnh viện', 'cười_chảy_nước_mắt']"
thạ tim đùa tao yêu mặt nó lúc ôm đầu vãi_lồn xinh quá con ưi,Enjoyment,"['thạ', 'tim', 'đùa', 'tao', 'yêu', 'mặt', 'nó', 'lúc', 'ôm', 'đầu', 'vãi_lồn', 'xinh', 'con', 'ưi']"
đứa nào tin là đơn giản thế ra đây tao tát cho vài cái cho tỉnh cười,Anger,"['đứa', 'nào', 'tin', 'đơn giản', 'thế', 'đây', 'tao', 'tát', 'vài', 'cái', 'tỉnh', 'cười']"
mẹ . trung thu là tết thiếu nhi . có phải mùa động dục đâu mà phải có người yêu nhỉ . vớ va vớ vẩn chán,Anger,"['mẹ', 'trung thu', 'tết', 'thiếu nhi', 'phải', 'mùa', 'động dục', 'đâu', 'phải', 'người', 'yêu nhỉ', 'vớ', 'va vớ', 'vẩn', 'chán']"
nhiều khi cũng muốn người yêu chọc để dỗi phát cho bằng người ta . mà nhận ra mình làm gì có người yêu hài_lòng,Sadness,"['nhiều', 'cũng', 'muốn', 'người yêu', 'chọc', 'để', 'dỗi phát', 'bằng', 'người', 'ta', 'nhận', 'mình', 'làm gì', 'người yêu', 'hài_lòng']"
lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?,Anger,"['lâu lâu', 'mới', 'dịp', 'ăn', 'bánh trung thu', 'gặp', 'bán', 'hàng', 'halo', 'thế này', 'ế', 'mẹ', 'luôn', 'không', 'mua bán', 'gì', 'hết', 'xem', 'ai', 'bất hạnh', 'hơn', '?']"
ngáo như con cáo rồi ?,Other,"['ngáo', 'con cáo', '?']"
khác đéo gì . về thái độ lồi lõm nhìn muốn sút cho phát chửi_thề,Anger,"['khác', 'đéo', 'gì', 'về', 'thái độ', 'lồi lõm', 'nhìn', 'muốn', 'sút', 'phát', 'chửi_thề']"
mấy con gà bị lừa mà đéo biết .,Other,"['mấy', 'con', 'gà', 'lừa', 'đéo', 'biết']"
móng dài thế lúc đi ỉa xong làm sao xịt nước . xịt nước 1 tay còn tay kia phải rửa đít mới sạch được chứ . khả năng cao ông này dùng giấy chứ không dùng vòi xịt,Disgust,"['móng', 'dài', 'thế', 'lúc', 'ỉa', 'xong', 'làm sao', 'xịt', 'nước', 'xịt', 'nước', '1', 'tay', 'còn', 'tay', 'phải', 'rửa', 'đít', 'mới', 'sạch', 'chứ', 'khả năng', 'cao', 'ông', 'dùng', 'giấy', 'chứ', 'không', 'dùng', 'vòi', 'xịt']"
chút mua . hehe,Enjoyment,"['chút', 'mua', 'hehe']"
tạm biệt ánh sáng của đời tao,Sadness,"['tạm biệt', 'ánh sáng', 'đời', 'tao']"
cái tháng học sấp mặt luôn,Sadness,"['cái', 'tháng', 'học', 'sấp', 'mặt', 'luôn']"
làm ở đâu không quan trọng . quan trọng là có chị em tốt để tạo nghiệp cười,Enjoyment,"['làm', 'đâu', 'không', 'quan trọng', 'quan trọng', 'chị em', 'tốt', 'để', 'tạo nghiệp', 'cười']"
giống chó này hình như không có lông ạ ? chó nhà em lông rụng đầy nhà . huhu,Sadness,"['giống', 'chó', 'hình như', 'không', 'lông', 'ạ', '?', 'chó', 'nhà', 'em', 'lông', 'rụng', 'đầy', 'nhà', 'huhu']"
tôi từng được sống . nhưng đấy là truyện của năm ngoái rồi,Sadness,"['tôi', 'từng', 'sống', 'nhưng', 'đấy', 'truyện', 'năm ngoái']"
một lũ ngu,Disgust,"['lũ', 'ngu']"
dễ thương,Enjoyment,"['dễ', 'thương']"
