Sentence,Emotion,Tokenized_Sentence
tao chưa nghe nói kính thủy lực bai giờ .,Other,"['tao', 'chưa', 'nghe', 'nói', 'kính', 'thủy lực', 'bai', 'giờ']"
nấu cơm như vậy xong đi lên nhà xem hoạt hình . đến lúc hết phim xuống để xới cơm thì . khét lẹt,Sadness,"['nấu', 'cơm', 'như vậy', 'xong', 'lên', 'nhà', 'xem', 'hoạt hình', 'lúc', 'hết', 'phim', 'xuống', 'để', 'xới', 'cơm', 'khét lẹt']"
trông rợn vãi cười,Fear,"['trông', 'rợn', 'vãi', 'cười']"
súc sinh mau hiện nguyên hình theo ta về thiên đình 1 vị bồ tát nào đó said,Anger,"['súc', 'sinh mau', 'hiện', 'nguyên hình', 'theo', 'ta', 'về', 'thiên đình', '1', 'vị', 'bồ tát', 'nào', 'said']"
như cặc vậy,Anger,['cặc']
đọc bình luận mới thấy nhiều người hãm thật sự cười,Disgust,"['đọc', 'bình luận', 'mới', 'thấy', 'nhiều', 'người', 'hãm', 'thật sự', 'cười']"
bạn trai tao đéo biết giận dai nên không phải dỗ,Enjoyment,"['bạn', 'trai', 'tao', 'đéo', 'biết', 'giận dai', 'không', 'phải', 'dỗ']"
ê nhiều nhỏ ngộ thế bộ bọn mày không bao giờ hết tiền hả yêu thì lúc bạn trai trả thì mình cũng có lúc phải trả chứ cứ phải là con trai trả mới được à hết tiền là không yêu nữa à cứ phải có tiền mới chịu ăn sang ăn quý thì kiếm đại gia ấy quen mấy thằng này khổ bọn nó,Anger,"['ê', 'nhiều', 'nhỏ ngộ', 'thế bộ', 'bọn', 'mày', 'không', 'bao giờ hết', 'tiền', 'hả yêu', 'lúc', 'bạn', 'trai', 'trả', 'mình', 'cũng', 'lúc', 'phải', 'trả', 'chứ', 'cứ', 'phải', 'con', 'trai', 'trả', 'mới', 'à', 'hết', 'tiền', 'không', 'yêu', 'à', 'cứ', 'phải', 'tiền', 'mới', 'chịu', 'ăn', 'sang', 'ăn quý', 'kiếm', 'đại gia', 'ấy', 'quen', 'mấy', 'thằng', 'khổ', 'bọn', 'nó']"
loại mất dậy,Anger,"['loại', 'mất', 'dậy']"
"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch tý là ông bà ý làm ầm lên .",Anger,"['mình', 'bà', 'đéo', 'ông', 'đéo', 'nào', 'cũng', 'muốn', 'dậy', 'đưa', 'giỏi', 'đứa', 'ngu', 'hay', 'nghịch tý', 'ông bà', 'ý', 'làm', 'ầm', 'lên']"
đổi vai cười,Enjoyment,"['đổi', 'vai', 'cười']"
ở đây chúng tôi không làm thế,Other,"['đây', 'chúng tôi', 'không', 'làm', 'thế']"
tự ái,Anger,"['tự', 'ái']"
per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi,Disgust,"['per', 'dume', 'lần', 'sau', 'tỏ tình', 'cũng', '1', 'vừa', '2', 'phải']"
điệt cao thế lên tầm này mà chưa chết nhỉ,Surprise,"['điệt', 'cao thế', 'lên', 'tầm', 'chưa', 'chết', 'nhỉ']"
per sau này con bư lớn cũng vậy đó mẹ haha,Enjoyment,"['per', 'sau này', 'con', 'bư', 'lớn', 'cũng', 'mẹ', 'haha']"
nốt hôm nay thôi . thôi không ngĩ đến và bắt đầu từ bỏ 1 thói quen,Sadness,"['nốt', 'hôm nay', 'không', 'ngĩ', 'bắt đầu', 'từ bỏ', '1', 'thói quen']"
kỳ vậy cười,Surprise,"['kỳ', 'cười']"
xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy,Enjoyment,"['xem', 'video', 'chị', 'công nhận', 'hay', 'ý nghĩa', 'giờ', 'lên', 'xem', 'vid', 'mới', 'biết', 'về', 'tuổi thơ', 'chị', 'cơ cực', 'đấy']"
"bảng thống kê so sánh ngành nghề , vị trí lẫn lộn , vô giá trị .",Disgust,"['bảng', 'thống kê', 'so sánh', 'ngành nghề', 'vị trí', 'lẫn lộn', 'vô', 'giá trị']"
hình vui mà sao đọc lại muốn khóc nhĩ .,Sadness,"['hình', 'vui', 'sao', 'đọc', 'muốn', 'khóc', 'nhĩ']"
eo hiểu người ta đỗ lòng đường vỉa hè thì rộng . chỉ lên nhắc người ta đỗ lùi xuống không ngã 3 thôi chứ đường của các bà đâu . có thế cũng đưa lên . không ai bênh cái này đâu . ích kỉ nó vừa thôi,Anger,"['eo', 'hiểu', 'người', 'ta', 'đỗ', 'lòng đường', 'vỉa hè', 'rộng', 'chỉ', 'lên', 'nhắc', 'người', 'ta', 'đỗ', 'lùi', 'xuống', 'không', 'ngã', '3', 'chứ', 'đường', 'bà', 'đâu', 'thế', 'cũng', 'đưa', 'lên', 'không', 'ai', 'bênh', 'cái', 'đâu', '. ích', 'kỉ', 'nó', 'vừa']"
"per mất mặt thật sự , quán bún đậu đó không biết có dán mặt mày lên không",Disgust,"['per', 'mất', 'mặt', 'thật sự', 'quán', 'bún đậu', 'không', 'biết', 'dán', 'mặt mày', 'lên', 'không']"
cánh cụt nhìn bạn mà học hỏi,Disgust,"['cánh', 'cụt', 'nhìn', 'bạn', 'học hỏi']"
ômg hề_hài,Surprise,"['ômg', 'hề_hài']"
y tế chăm sóc sức khỏe lương nhiều vậy sao,Surprise,"['y tế', 'chăm sóc', 'sức', 'khỏe', 'lương', 'nhiều', 'sao']"
per hôm nay tới lượt đứa nào nấu cơm,Other,"['per', 'hôm nay', 'tới', 'lượt', 'đứa', 'nào', 'nấu', 'cơm']"
mẹ nó cái trang nhổn làm . bố mới thay kính cường lực hôm qua mà bể rồi . mẹ chúng mày,Anger,"['mẹ', 'nó', 'cái', 'trang', 'nhổn', 'làm', 'bố', 'mới', 'thay', 'kính', 'cường lực', 'hôm qua', 'bể', 'mẹ', 'chúng mày']"
hu hu đã bị chụp,Sadness,"['hu', 'hu', 'chụp']"
cười_lăn_lộn_trên_sàn bo tay chấm cơm . hahaha,Enjoyment,"['cười_lăn_lộn_trên_sàn', 'bo tay', 'chấm', 'cơm', 'hahaha']"
thì là tình địch của nhau,Other,"['tình địch', 'nhau']"
tao thấy cảm động vãi .,Enjoyment,"['tao', 'thấy', 'cảm động', 'vãi']"
"nói chung thánh này không ai ghét được , trừ hlv không , dễ thương gắp trăm thằng pogba , mong cho thằng đó nhanh biến khỏi mu",Enjoyment,"['nói', 'chung thánh', 'không', 'ai', 'ghét', 'trừ', 'hlv', 'không', 'dễ thương', 'gắp', 'trăm', 'thằng', 'pogba', 'mong', 'thằng', 'nhanh', 'biến', 'khỏi', 'mu']"
per mày cẩn thận tao giết,Anger,"['per', 'mày', 'cẩn thận', 'tao', 'giết']"
mai người ta đi học mai tao đi du lịch ố la la cười,Enjoyment,"['mai', 'người', 'ta', 'học', 'mai', 'tao', 'du lịch', 'ố la la', 'cười']"
ngày xưa nghèo . có bếp dầu là mai rồi .,Other,"['ngày xưa', 'nghèo', 'bếp', 'dầu', 'mai']"
ra chợ mua thêm mấy quả nữa cho nó biết loại chồng này chỉ yêu bản thân nó thôi,Anger,"['chợ', 'mua', 'thêm', 'mấy', 'quả', 'nó', 'biết', 'loại', 'chồng', 'chỉ', 'yêu', 'bản thân', 'nó']"
thế đéo nào nó lại kẻ dưới đấy nhỉ,Disgust,"['thế', 'đéo', 'nào', 'nó', 'kẻ', 'dưới', 'đấy', 'nhỉ']"
ngẫm nghĩ cha của thánh gióng với sọ dừa ăn mặn vãi .,Disgust,"['ngẫm', 'nghĩ cha', 'thánh gióng', 'sọ', 'dừa', 'ăn', 'mặn vãi']"
nghe chưa vợ hà xin lỗi,Other,"['nghe', 'chưa', 'vợ hà', 'xin lỗi']"
"ôi trời ơi , buồn cười quá đi mất cười_chảy_nước_mắt",Enjoyment,"['ôi', 'trời ơi', 'buồn cười', 'mất', 'cười_chảy_nước_mắt']"
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng cười,Fear,"['ám ảnh', 'bây giờ', '24', 'tuổi', 'vẫn', 'sợ', 'ngỗng', 'cười']"
65 lên 80,Other,"['65', 'lên', '80']"
đó là dấu hiện của sự trưởng thành cười,Enjoyment,"['dấu', 'hiện', 'sự', 'trưởng thành', 'cười']"
ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?,Other,"['ơ thế', 'chưa', 'ai', 'dẫn', 'ngài', 'trump', 'ăn', 'bún đậu', 'mắm tôm', 'hả', '?']"
chắc nhiều đồng đội,Other,"['chắc', 'nhiều', 'đồng đội']"
cười ỉa cười_chảy_nước_mắt thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng,Enjoyment,"['cười', 'ỉa cười_chảy_nước_mắt', 'thây', 'nó', 'thét', 'tao', 'nghĩ', 'dọn', 'xong', 'nó', 'luôn', 'cái', 'cổ họng']"
một phút huy hoàng rồi chợt tắt còn hơn le lói giữa ngàn thu,Enjoyment,"['phút', 'huy hoàng', 'chợt', 'tắt', 'còn', 'hơn', 'le lói', 'giữa', 'ngàn', 'thu']"
"đây là chỗ mấy đứa bây khoe khoang yêu đương đấy à , biết gió mùa về rồi không ?",Disgust,"['đây', 'chỗ', 'mấy', 'đứa', 'bây', 'khoe khoang', 'yêu đương', 'đấy', 'à', 'biết', 'gió mùa', 'về', 'không', '?']"
"xời tưởng gì , cái này tao làm được cười",Enjoyment,"['xời', 'tưởng', 'gì', 'cái', 'tao', 'làm', 'cười']"
nhờ bạn sửa nhà và cái kết cười_lăn_lộn_trên_sàn cười nội thương mà chắc troang không đến thế này đâu nhờ,Enjoyment,"['nhờ', 'bạn', 'sửa', 'nhà', 'cái', 'kết cười_lăn_lộn_trên_sàn', 'cười', 'nội thương', 'chắc', 'troang', 'không', 'thế này', 'đâu', 'nhờ']"
may không có ai trong nhà,Other,"['may', 'không', 'ai', 'nhà']"
hãm 1 rổ lồn . chúc mừng bạn đã chọn nhầm người để tâm thự,Disgust,"['hãm', '1', 'rổ lồn', 'chúc mừng', 'bạn', 'chọn', 'nhầm', 'người', 'để', 'tâm thự']"
"biết chỉ là phim thôi , xem con bé hôn bố lần cuối nước mắt tự rơi , híc híc",Sadness,"['biết', 'chỉ', 'phim', 'xem', 'con bé', 'hôn bố', 'lần', 'cuối', 'nước mắt', 'tự', 'rơi', 'híc', 'híc']"
lời được cánh của sắt tàu hỏa ngon rồi,Enjoyment,"['lời', 'cánh', 'sắt', 'tàu', 'hỏa', 'ngon']"
đơn vị mới 1 cước 50 10 triệu nụ_cười_nước_mắt,Enjoyment,"['đơn vị', 'mới', '1', 'cước', '50', '10', 'triệu', 'nụ_cười_nước_mắt']"
mày pai pai đoàn kết là sai rồi hối hận ch,Disgust,"['mày', 'pai', 'pai', 'đoàn kết', 'sai', 'hối hận', 'ch']"
cãi tay đôi luôn haha,Enjoyment,"['cãi', 'tay', 'đôi', 'luôn', 'haha']"
tại thợ hàn bất cẩn chăng .,Other,"['tại', 'thợ hàn', 'bất cẩn chăng']"
đi kiểu gì mà lại chui vào gầm xe thể được nhỉ,Surprise,"['kiểu', 'gì', 'mà lại', 'chui', 'vào', 'gầm', 'xe thể', 'nhỉ']"
"xem đi xem lại không chán , best của best khóc_nức_nở",Enjoyment,"['xem', 'xem lại', 'không', 'chán', 'best', 'best', 'khóc_nức_nở']"
em thấy nó đúng đấy chứ,Enjoyment,"['em', 'thấy', 'nó', 'đúng', 'đấy', 'chứ']"
đúng phải chia tay gặp loại óc chó thế này cơ mà,Disgust,"['đúng', 'phải', 'chia tay', 'gặp', 'loại óc', 'chó', 'thế này', 'cơ']"
nếu địa phương không xây cầu thì người dân cũng có thể tự làm cầu cây mà . phóng lỡ hụt chân thì xác định nát người .,Fear,"['nếu', 'địa phương', 'không', 'xây', 'cầu', 'người dân', 'cũng', 'có thể', 'tự', 'làm', 'cầu', 'cây', 'phóng', 'lỡ hụt', 'chân', 'xác định', 'nát', 'người']"
mở máy lên . rồi lại đặt xuống . cả ngày nay tôi đều như vậy để chờ anh nhắn chúc tôi . giờ này chắc anh quên ngày này thật rồi . cô đơn quá mức rồi đấy khóc_nức_nở,Sadness,"['mở', 'máy', 'lên', 'đặt', 'xuống', 'cả', 'ngày nay', 'tôi', 'đều', 'như vậy', 'để', 'chờ', 'anh', 'nhắn chúc', 'tôi', 'giờ', 'chắc', 'anh', 'quên', 'ngày', 'cô đơn', 'mức', 'đấy', 'khóc_nức_nở']"
"bếp lò xô nấu bằng dầu hôi đây mà , !",Other,"['bếp', 'lò', 'xô', 'nấu', 'bằng', 'dầu', 'hôi', 'đây', '!']"
tao còn độc thân này buồn,Sadness,"['tao', 'còn', 'độc thân', 'buồn']"
cái này ghê vãi mày sẽ hiểu cảm giác khi nó lún xuống cười_ngượng_ngùng,Fear,"['cái', 'ghê vãi', 'mày', 'hiểu', 'cảm giác', 'nó', 'lún', 'xuống', 'cười_ngượng_ngùng']"
tao ghét nhất mấy mẹ ngoài bắc cứ ỉ lớn tuổi hơn là có quyền chửi người khác là láo toét trong khi mình nói chuyện như l đcm gặp tao tao rút chìa khóa xe của mụ ném ra thật xa cho đi nhặt xem lúc đó gọi con bả kiểu gì . moá lắm lúc không muốn tạo nghiệp mà gặp mấy con mẹ già mất nết này điên thật chớ,Disgust,"['tao', 'ghét', 'nhất', 'mấy', 'mẹ', 'ngoài', 'bắc', 'cứ', 'ỉ', 'lớn tuổi', 'hơn', 'quyền', 'chửi', 'người', 'khác', 'láo toét', 'mình', 'nói chuyện', 'l', 'đcm', 'gặp', 'tao', 'tao', 'rút', 'chìa', 'khóa', 'xe', 'mụ', 'ném', 'xa', 'nhặt', 'xem', 'lúc', 'gọi', 'con', 'bả', 'kiểu', 'gì', 'moá', 'lắm', 'lúc', 'không', 'muốn', 'tạo nghiệp', 'gặp', 'mấy', 'con', 'mẹ', 'già', 'mất nết', 'điên', 'chớ']"
"địt_mẹ tao quăng bể mẹ nó cái màn hình , chó admin _",Anger,"['địt_mẹ', 'tao', 'quăng', 'bể', 'mẹ', 'nó', 'cái', 'màn hình', 'chó', 'admin']"
mình cũng một thời gắn bó với nó,Enjoyment,"['mình', 'cũng', 'thời', 'gắn bó', 'nó']"
kinh tởm,Disgust,"['kinh', 'tởm']"
"thôi xong , biết thế tém tém lại .",Fear,"['xong', 'biết', 'thế tém', 'tém']"
"hút điếu cần xong nhìn nó ăn mà muốn phá cái tủ lạnh vô dụng của nhà mình quá , đéo đủ sức đựng thịt bò toàn rau .",Sadness,"['hút', 'điếu', 'cần', 'xong', 'nhìn', 'nó', 'ăn', 'muốn', 'phá', 'cái', 'tủ lạnh', 'vô dụng', 'nhà', 'mình', 'đéo', 'đủ', 'sức', 'đựng', 'thịt', 'bò', 'toàn', 'rau']"
ae họ mà đéo biết mặt nhau à _,Surprise,"['ae', 'họ', 'đéo', 'biết', 'mặt', 'nhau', 'à']"
"dume lương cao nhất vẫn là các lãnh đạo nhé , trăm đến nghìn tỷ cười mà toàn chạy thêm xe ôm với bán rau cười",Disgust,"['dume', 'lương', 'cao', 'nhất', 'vẫn', 'lãnh đạo', 'nhé', 'trăm', 'nghìn', 'tỷ', 'cười', 'toàn', 'chạy', 'thêm', 'xe ôm', 'bán', 'rau', 'cười']"
sao giốg với mình v . nhưg mình từ bỏ rồi người ta hình như cũng có người khác . từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ,Sadness,"['sao', 'giốg', 'mình', 'v', 'nhưg', 'mình', 'từ bỏ', 'người', 'ta', 'hình như', 'cũng', 'người', 'khác', 'từ', 'đầu', 'do', 'mình', 'ảo', 'tưởg', 'giờ', 'tỉnh', 'cô', 'gái', 'ạ']"
bằng tuổi người ta mình vẫn còn mải nghĩ chiều nay ăn gì buồn_bã,Sadness,"['bằng', 'tuổi', 'người', 'ta', 'mình', 'vẫn', 'còn', 'mải nghĩ', 'chiều', 'nay', 'ăn', 'gì', 'buồn_bã']"
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 50 d .",Enjoyment,"['lớp', '2', 'xí', 'mót', 'cái', 'chong chóng', 'bán', 'thằng', 'hàng xóm', '50', 'd']"
thương chỉ sợ em không cho anh cơ hội thôi,Sadness,"['thương', 'chỉ', 'sợ', 'em', 'không', 'anh', 'cơ hội']"
phụ nữ rất yêu,Enjoyment,"['phụ nữ', 'yêu']"
thấy hơi sợ sợ rồi đấy buồn,Fear,"['thấy', 'hơi', 'sợ', 'sợ', 'đấy', 'buồn']"
cô tiên béo quá . cười_ngượng_ngùng giọng còn the thé nữa . cười_ngượng_ngùng,Disgust,"['cô', 'tiên béo', 'cười_ngượng_ngùng', 'giọng', 'còn', 'the thé', 'cười_ngượng_ngùng']"
"sợ vãi , mém xỉu",Fear,"['sợ', 'vãi', 'mém', 'xỉu']"
buộc mẹ bắp vào tên lửa đạn đạo của iran rồi phóng sang israel được không,Anger,"['buộc', 'mẹ', 'bắp', 'vào', 'tên lửa', 'đạn đạo', 'iran', 'phóng', 'sang', 'israel', 'không']"
gà này cho chó ăn mà . bọn mất dậy vì tiền nó giết chết dần chết mòn con nhà nghèo . địt bố bọn mắt dậy,Anger,"['gà', 'chó', 'ăn', 'bọn', 'mất', 'dậy', 'tiền', 'nó', 'giết', 'chết', 'dần', 'chết', 'mòn', 'con', 'nhà', 'nghèo', 'địt', 'bố', 'bọn', 'mắt', 'dậy']"
nóng như này ăn vải là thích nhất còn gì . auto mát,Enjoyment,"['nóng', 'ăn', 'vải', 'thích', 'nhất', 'còn', 'gì', 'auto', 'mát']"
"quê tao mà , tao nhìn 1 cái là biết ngay",Other,"['quê', 'tao', 'tao', 'nhìn', '1', 'cái', 'biết', 'ngay']"
ngầu lắm bạn ạ,Enjoyment,"['ngầu', 'lắm', 'bạn', 'ạ']"
tới lúc chia tay rồi khóc buồn,Sadness,"['tới', 'lúc', 'chia tay', 'khóc', 'buồn']"
nhà siêu nhỏ mà gọn gàng và đầy đủ công năng nè,Enjoyment,"['nhà', 'siêu', 'nhỏ', 'gọn gàng', 'đầy đủ', 'công năng', 'nè']"
đéo đi tù đi anh quýt,Anger,"['đéo', 'tù', 'anh', 'quýt']"
nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết,Disgust,"['nát', 'xe', 'còn', 'phải', 'đền', 'cánh', 'cửa', 'toa', 'tàu', 'dốt', 'chết']"
lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu buồn,Sadness,"['lâu', 'mới', 'nghe', 'bài', 'từ', 'lúc', 'ctay mối', 'tình đầu', 'buồn']"
sáng kiến hay đỡ bao nhiều tiền để tiêu hủy,Other,"['sáng kiến', 'hay', 'đỡ', 'bao', 'nhiều', 'tiền', 'để', 'tiêu hủy']"
muộn rồi cười,Sadness,"['muộn', 'cười']"
chị đi công tác vùng nào vậy ạ cười,Disgust,"['chị', 'công tác', 'vùng', 'nào', 'ạ', 'cười']"
cay đải dó,Sadness,"['cay', 'đải', 'dó']"
chỉ có mấy thằng ấn ngáo ngơ vừa bẩn trông chẳng giá gì . đúng là lớp 1 trượt môn đạo đức vì tội không ju jin vệ sinh thân thể,Disgust,"['chỉ', 'mấy', 'thằng', 'ấn', 'ngáo ngơ', 'vừa', 'bẩn', 'trông', 'chẳng', 'giá', 'gì', 'đúng', 'lớp', '1', 'trượt môn', 'đạo đức', 'tội', 'không', 'ju', 'jin', 'vệ sinh', 'thân thể']"
chỗ gần đối diện nhà em này khóc_nức_nở,Sadness,"['chỗ', 'gần', 'đối diện', 'nhà', 'em', 'khóc_nức_nở']"
anh cút đi,Anger,"['anh', 'cút']"
con cháu thằng nào ra đường mà không dạy thế,Disgust,"['con cháu', 'thằng', 'nào', 'đường', 'không', 'dạy', 'thế']"
khu này đẹp vãi chưởng,Surprise,"['khu', 'đẹp', 'vãi', 'chưởng']"
thế mày thích hiền lành dài dài rồi bùng phát hay mày thích ngày đéo nào nó cũng nổi điên cười,Other,"['thế', 'mày', 'thích', 'hiền lành', 'dài dài', 'bùng phát', 'hay', 'mày', 'thích', 'ngày', 'đéo', 'nào', 'nó', 'cũng', 'nổi điên', 'cười']"
tao ngồi tao khóc 1 buổi rầu_rĩ,Sadness,"['tao', 'ngồi', 'tao', 'khóc', '1', 'buổi', 'rầu_rĩ']"
ấn nhân trung liền anh ơi,Enjoyment,"['ấn nhân', 'trung liền', 'anh', 'ơi']"
lỗi của lái tàu nhé,Other,"['lỗi', 'lái', 'tàu', 'nhé']"
sống với nhau đến cuối đời người ta cũng chỉ mong có vậy .,Enjoyment,"['sống', 'nhau', 'cuối', 'đời', 'người', 'ta', 'cũng', 'chỉ', 'mong']"
ra chợ mua gạo thực phẩm tự nấu ăn xong rồi lên giường ngủ đi làm thì gói đeo vào cạnh hông như ngày xưa đi làm nương ý,Other,"['chợ', 'mua', 'gạo', 'thực phẩm', 'tự', 'nấu ăn', 'xong', 'lên', 'giường', 'ngủ', 'làm', 'gói', 'đeo', 'vào', 'cạnh', 'hông', 'ngày xưa', 'làm', 'nương ý']"
chuẩn không cần chỉnh,Enjoyment,"['chuẩn', 'không', 'cần', 'chỉnh']"
"giờ nghĩ lại mới thấy vui thế , đến nay bạn bè lập gia đình cả rồi buồn",Sadness,"['giờ', 'nghĩ lại', 'mới', 'thấy', 'vui thế', 'nay', 'bạn bè', 'lập', 'gia đình', 'cả', 'buồn']"
"t xin nhắc lại một lần nữa , đây là một câu chuyện buồn nhé",Sadness,"['t', 'xin', 'nhắc', 'lần', 'đây', 'câu chuyện', 'buồn', 'nhé']"
"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi",Surprise,"['gấu', 'thằng', 'da', 'đen', 'ngon vkl', 'công nhận', 'chạy', 'nhanh', 'vãi']"
rốt cuộc thằng bé này ở đâu xuất hiện mà có ảnh chế nhiều vậy,Disgust,"['rốt cuộc', 'thằng', 'bé', 'đâu', 'xuất hiện', 'ảnh chế', 'nhiều']"
sản phẩm nhìn lạ quá ta,Surprise,"['sản phẩm', 'nhìn', 'lạ', 'ta']"
nhìn mẫu này lạ mắt mà đẹp quá,Surprise,"['nhìn', 'mẫu', 'lạ mắt', 'đẹp']"
haha nhìn mắc cười vãi per,Enjoyment,"['haha', 'nhìn', 'mắc', 'cười', 'vãi per']"
thằng chó chết mày quá dã ư,Anger,"['thằng', 'chó', 'chết', 'mày', 'dã ư']"
bán cơm mà doanh thu kinh vậy,Surprise,"['bán', 'cơm', 'doanh thu', 'kinh']"
đồ con ngỗng ngu ngốc cười_chảy_nước_mắt,Disgust,"['đồ', 'con', 'ngỗng', 'ngu', 'ngốc', 'cười_chảy_nước_mắt']"
"thấy bình sữa của em thấy ham quá , chị sinh em bé chả có sữa gì hết .",Sadness,"['thấy', 'bình sữa', 'em', 'thấy', 'ham', 'chị', 'sinh', 'em', 'bé', 'chả', 'sữa', 'gì', 'hết']"
"này hai đứa , đã đi niềng răng chưa , chưa thì đi niềng đi rồi quay lại nhé nhởn ra cười như hai đứa thần kinh nhé",Disgust,"['hai', 'đứa', 'niềng', 'răng', 'chưa', 'chưa', 'niềng', 'quay', 'nhé nhởn', 'cười', 'hai', 'đứa', 'thần kinh', 'nhé']"
trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy,Fear,"['nhà', 'không', 'biết', 'ai', 'không', '?', 'sập quả', 'sợ', 'đấy']"
chưa đâu . nó mang bánh ghen_ăn_tức_ở vào xong bôi đầy tường mới là cả một rổ của sự hloz,Anger,"['chưa', 'đâu', 'nó', 'mang', 'bánh ghen_ăn_tức_ở', 'vào', 'xong', 'bôi', 'đầy', 'tường', 'mới', 'cả', 'rổ', 'sự', 'hloz']"
dân dùng bằng giả có được khiển trách không nhỉ,Other,"['dân', 'dùng', 'bằng', 'giả', 'khiển trách', 'không', 'nhỉ']"
trời ơi lần đầu mình thấy cảnh cầu hôn dễ thương vậy á thường mấy người cầu hôn mình kệ mà cái này cưng quá nhá mon làm cầu nối là chất lượng rồi,Enjoyment,"['trời', 'ơi', 'lần', 'đầu', 'mình', 'thấy', 'cảnh', 'cầu hôn', 'dễ thương', 'á thường', 'mấy', 'người', 'cầu hôn', 'mình', 'kệ', 'cái', 'cưng', 'nhá', 'mon', 'làm', 'cầu nối', 'chất lượng']"
"nắng nóng bỏ moẹ , dội chút cho mát thôi mà",Other,"['nắng nóng', 'bỏ', 'moẹ', 'dội', 'chút', 'mát']"
"per 2 ce thì có thể làm được , ly mà làm như vầy thì cười_lăn_lộn_trên_sàn",Other,"['per', '2', 'ce', 'có thể', 'làm', 'ly', 'làm', 'như vầy', 'cười_lăn_lộn_trên_sàn']"
per dã man,Fear,"['per', 'dã man']"
"ay , đau thế , thằng chó !",Anger,"['ay', 'đau thế', 'thằng', 'chó', '!']"
em nó phượt theo gái cả đêm,Other,"['em', 'nó', 'phượt', 'theo', 'gái', 'cả', 'đêm']"
mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,Other,"['mình', 'hỏi', 'họ', 'muốn', 'bán', 'không', 'bạn', 'để', 'hôm', 'sau', 'lên', 'hỏi', 'lần']"
trích mà như vầy rồi . sao dám coi phim đây buồn_bã,Fear,"['trích', 'như vầy', 'sao', 'dám', 'coi', 'phim', 'đây', 'buồn_bã']"
nhị nguyên là gì người viết hiểu gì không,Other,"['nhị', 'nguyên', 'gì', 'người', 'viết', 'hiểu', 'gì', 'không']"
t cũng buồn lắm chớ bộ ái_ngại,Sadness,"['t', 'cũng', 'buồn', 'lắm', 'chớ', 'bộ', 'ái_ngại']"
rất biết cách ngồi đấy nhỉ ?,Other,"['biết', 'cách', 'ngồi', 'đấy', 'nhỉ', '?']"
ê nha,Surprise,['ê nha']
xém lại lên báo vụ bác sĩ bị người nhà bệnh nhân hành hung cho đến chết hài_lòng,Disgust,"['xém', 'lên', 'báo', 'vụ', 'bác sĩ', 'người nhà', 'bệnh nhân', 'hành hung', 'chết', 'hài_lòng']"
1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá cười,Enjoyment,"['1967', 'cụ', 'ông', 'đẹp trai', 'phong độ', 'ăn mặc', 'thời trang', 'cười']"
20 triệu mà đủ sao,Surprise,"['20', 'triệu', 'đủ', 'sao']"
thiết kế phản nhân loại :,Disgust,"['thiết kế', 'phản nhân loại']"
per dume vỉa hè quá rộng . con này không đi oto bao giờ là chắc ?,Disgust,"['per', 'dume', 'vỉa hè', 'rộng', 'con', 'không', 'oto', 'bao giờ', 'chắc', '?']"
tôi đã cười khi xem,Enjoyment,"['tôi', 'cười', 'xem']"
biến xa tôi dùm,Anger,"['biến', 'xa', 'tôi', 'dùm']"
hết hồn . sợ quá nhỉ . nhạt !,Disgust,"['hết', 'hồn', 'sợ', 'nhỉ', 'nhạt', '!']"
qua nhắn tin chồng là 240 không chồng chưa trả lời chết rồi mỉa_mai,Disgust,"['qua', 'nhắn tin', 'chồng', '240', 'không', 'chồng', 'chưa', 'trả lời', 'chết', 'mỉa_mai']"
cẩn thận các góc cửa,Other,"['cẩn thận', 'góc', 'cửa']"
trêu nhau à mẹ bà,Anger,"['trêu', 'nhau', 'à', 'mẹ', 'bà']"
đó là mày chưa nhận ra việc mày yêu tiền như thế nào và muốn kiếm tiền nhiều bao nhiêu ?,Other,"['mày', 'chưa', 'nhận', 'việc', 'mày', 'yêu', 'tiền', 'như thế nào', 'muốn', 'kiếm', 'tiền', 'nhiều', 'bao nhiêu', '?']"
a đến sớm hơn nhé cười_toe_toét,Enjoyment,"['a', 'sớm', 'hơn', 'nhé', 'cười_toe_toét']"
